,league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1
2057,SP1,2013,0,2,13,6.5,1.32,-3,0,-2,0,0,0,0,2,-9,0,1,-5,-9,1,0
2058,SP1,2013,0,2,2.88,3.6,2.62,2,-1,0,-2,0,0,0,0,-3,-1,0,0,-3,0,0
2059,D1,2013,3,0,1.58,4.4,7.4,6,4,0,0,0,0,0,0,5,0,1,4,5,0,0
2060,D1,2013,3,3,5.2,4,1.81,6,1,-1,1,0,0,0,0,-1,0,0,3,-1,0,0
2061,I1,2013,0,0,4.15,3.3,2.2,8,0,3,2,0,0,0,-3,-2,1,0,8,-2,0,0
2062,D1,2013,3,0,1.2,8.6,19.3,21,7,-3,0,0,0,0,2,3,-1,0,18,3,0,0
2063,D1,2013,0,2,2.2,3.4,3.94,2,2,7,0,0,0,0,-7,1,0,0,4,1,0,0
2064,I1,2013,1,1,2.54,3.25,3.45,0,-2,0,-2,0,0,0,1,3,0,0,-2,3,0,0
2065,I1,2013,0,0,2.25,3.37,3.82,6,0,-8,1,0,0,0,6,2,0,0,7,2,0,0
2066,I1,2013,0,2,3.85,3.3,2.38,7,5,1,2,0,0,0,-1,0,1,0,5,0,0,0
2067,I1,2013,3,0,2.04,3.56,4.33,1,-2,-11,-1,0,0,0,10,-1,-1,1,0,-1,0,0
2068,I1,2013,1,1,1.58,4.7,6.7,15,9,-1,1,0,0,-2,3,-1,-2,0,14,-1,-1,0
2069,I1,2013,2,1,2.22,3.25,4.09,5,3,8,0,0,0,0,-7,-3,-1,0,1,-3,0,0
2070,SP1,2013,2,4,3.7,3.65,2.18,-14,-8,-6,2,0,1,0,7,-1,-1,-1,-13,-1,2,1
2071,D1,2013,0,3,1.72,4.4,5.3,-8,-1,7,0,0,0,0,-6,0,-3,0,-5,0,0,0
2072,D1,2013,2,2,1.83,4.09,4.7,-9,-1,-5,1,0,1,0,6,-3,-2,1,-5,-3,1,0
2073,D1,2013,4,1,2.14,3.65,3.8,1,-1,-8,1,0,0,0,6,2,2,0,0,2,0,0
2074,I1,2013,1,0,2.6,3.54,3.02,-4,1,0,2,0,-1,0,1,-1,-1,0,-3,-1,-1,0
2075,D1,2013,1,3,4,3.65,2.08,-1,1,-12,-2,0,0,0,10,2,0,0,-1,2,0,0
2076,D1,2013,1,2,2.36,3.7,3.23,14,4,-10,-2,0,0,-1,10,3,1,0,13,3,0,0
2077,I1,2013,2,0,1.6,4.12,7.8,-3,4,10,-1,0,0,0,-10,-1,-1,0,0,-1,-1,0
2078,I1,2013,1,0,2.25,3.25,4.07,-6,-5,-1,2,0,0,0,1,3,-1,0,-3,3,0,0
2079,D1,2013,2,2,4.75,3.75,1.93,-7,0,-1,0,0,0,0,0,-2,1,0,-5,-2,0,0
2080,F1,2013,2,0,2.78,3.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,E0,2013,1,2,2.25,3.56,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,SP1,2013,2,0,2.68,3.56,3.15,12,8,-2,-4,0,0,0,2,1,1,-1,3,1,-1,0
2083,D1,2013,1,0,2.43,3.85,3.1,-4,-6,13,2,0,0,0,-12,-2,1,0,0,-2,0,0
2084,SP1,2013,4,0,1.66,4.29,6.8,17,0,5,2,0,-1,0,-6,1,0,1,13,1,-1,1
2085,D1,2013,5,0,1.4,5.5,11,7,4,0,-1,0,0,0,-1,-2,1,0,5,-2,0,0
2086,F1,2013,2,0,1.21,8,23.7,-2,-6,-3,-1,0,0,0,2,6,0,0,-1,6,0,0
2087,D1,2013,0,2,2.44,3.69,3.15,5,5,-8,-2,0,0,0,10,0,0,0,2,0,0,0
2088,E0,2013,1,2,5,3.88,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,D1,2013,0,0,1.88,3.89,4.76,4,3,4,1,0,1,-1,-5,-4,0,0,3,-4,1,0
2090,F1,2013,2,2,2.44,3.25,3.5,4,-2,4,2,0,0,1,-3,0,2,0,2,0,0,0
2091,F1,2013,1,0,1.83,3.5,5.95,1,5,-2,-1,0,0,-1,3,4,0,0,-2,4,0,0
2092,I1,2013,4,1,1.63,4.58,5.9,7,2,1,0,0,0,0,-3,5,1,-2,3,5,0,0
2093,E0,2013,1,0,2.27,3.4,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,F1,2013,1,1,2.48,3.3,3.5,3,-4,12,4,0,0,0,-13,-2,-1,0,5,-2,0,0
2095,E0,2013,2,5,4.93,4,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,D1,2013,0,2,7,5.2,1.55,-11,-4,-3,0,0,0,0,3,-3,0,0,-10,-3,0,0
2097,F1,2013,0,2,3.37,3.25,2.58,-8,2,5,1,0,0,0,-5,4,0,0,-2,4,0,0
2098,D1,2013,2,0,1.51,4.95,8,6,5,1,0,0,0,1,-1,0,0,0,5,0,0,0
2099,I1,2013,1,1,4,3.35,2.4,-6,-1,8,-1,0,0,0,-9,-2,2,0,-4,-2,0,0
2100,E0,2013,2,3,1.58,4.59,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,E0,2013,2,2,2.86,3.5,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,SP1,2013,2,3,5.6,4.2,1.71,-7,-5,10,0,0,1,0,-11,-1,1,0,-3,-1,1,0
2103,F1,2013,0,2,3.25,3.2,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,E0,2013,2,0,2.06,3.55,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,SP1,2013,2,0,1.47,4.9,9.9,-4,-5,9,2,0,0,0,-9,3,0,0,-2,3,1,0
2106,E0,2013,3,1,1.44,5.27,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,F1,2013,4,1,3.6,3.25,2.44,4,-3,1,-2,0,0,0,1,0,0,0,0,0,0,0
2108,I1,2013,4,0,2.5,3.3,3.45,0,-3,3,-1,0,-1,0,-2,4,-1,0,-1,4,-1,0
2109,D1,2013,0,2,2.46,3.55,3.15,12,9,-2,0,0,0,0,0,-4,0,0,11,-4,0,0
2110,SP1,2013,2,1,2.4,3.42,3.45,-12,-4,0,0,0,0,0,-1,3,-2,1,-6,3,0,0
2111,D1,2013,2,1,1.9,3.81,4.75,-3,0,-4,-2,0,-1,0,2,4,1,0,-4,4,-1,0
2112,SP1,2013,5,1,1.13,12.06,30.87,18,8,5,0,0,0,0,-5,2,1,0,15,2,0,0
2113,SP1,2013,6,1,2.08,3.6,4.09,0,-4,-3,-2,0,0,0,2,4,0,0,3,4,0,0
2114,SP1,2013,4,0,2.19,3.4,4.09,8,1,-9,-1,0,0,0,8,3,-1,1,4,3,0,0
2115,E0,2013,1,1,2.56,3.6,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,SP1,2013,0,1,3.61,3.55,2.25,-6,-2,4,-1,0,0,0,-4,0,1,0,-6,0,0,0
2117,F1,2013,0,2,2.08,3.65,4.3,18,8,-4,-1,0,0,1,4,2,3,0,14,2,0,0
2118,I1,2013,0,1,3.9,3.35,2.23,-6,1,3,1,0,1,0,-3,0,0,-1,-3,0,1,0
2119,I1,2013,1,5,2.52,3.1,3.5,-2,0,-4,0,0,0,0,3,1,-1,1,-8,1,0,0
2120,F1,2013,0,0,1.59,4.3,7.2,16,6,-1,-3,0,0,-1,1,-3,-1,0,15,-3,0,0
2121,I1,2013,0,0,2.1,3.65,4.38,6,6,2,-1,0,0,-1,-1,3,-1,0,4,3,0,0
2122,I1,2013,1,2,1.76,3.8,6.06,10,8,3,-1,0,0,0,-2,0,0,-1,6,0,1,0
2123,I1,2013,2,1,2.35,3.3,3.8,1,-3,6,-1,0,0,0,-5,3,0,-1,-1,3,-1,0
2124,I1,2013,2,1,1.68,4,6.8,1,1,11,0,0,0,0,-10,4,0,1,0,4,0,0
2125,I1,2013,4,1,2.08,3.4,4.44,4,6,-1,-1,0,0,0,1,3,-1,0,-1,3,1,0
2126,E0,2013,1,2,2.46,3.6,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,SP1,2013,1,0,2.25,3.45,3.73,11,10,6,-1,0,-1,0,-8,1,-1,0,12,1,-1,0
2128,SP1,2013,2,0,2.58,3.55,3.15,0,-3,0,0,0,0,0,-1,1,1,-1,-3,1,0,0
2129,D1,2013,3,1,2.75,3.65,2.83,-3,0,4,1,0,0,0,-4,7,-1,0,0,7,0,0
2130,F1,2013,4,0,1.6,4.2,7.8,12,0,-2,1,0,-1,0,2,-4,2,0,6,-4,-1,0
2131,D1,2013,0,1,2.7,3.65,2.87,3,5,3,2,0,0,0,0,1,-2,0,0,1,0,0
2132,D1,2013,3,0,1.43,5.4,8.9,9,9,-4,1,0,0,0,4,0,-1,0,9,0,0,0
2133,SP1,2013,1,1,2,3.7,4.25,-2,5,4,-4,0,0,-1,-4,-4,1,-1,-3,-4,-1,0
2134,D1,2013,3,0,2.1,3.75,3.95,6,-6,2,0,0,0,-1,-2,-2,-1,1,9,-2,0,0
2135,F1,2013,2,3,1.77,3.8,5.75,9,6,-5,2,0,0,0,6,1,-1,0,7,1,0,0
2136,F1,2013,0,1,3.35,3.3,2.5,2,4,2,0,0,0,1,-1,-3,1,0,-3,-3,0,0
2137,F1,2013,3,2,1.75,4,6.82,13,4,-4,1,0,-1,0,4,1,1,-2,4,1,-2,1
2138,E0,2013,3,0,1.32,5.8,12.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,D1,2013,1,0,2.08,3.55,4.09,6,0,7,0,0,0,0,-7,1,2,0,5,1,-1,0
2140,SP1,2013,0,1,2.4,3.55,3.4,-6,3,-8,3,0,1,0,9,1,-1,-1,-6,1,1,0
2141,E0,2013,3,2,1.95,3.9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,D1,2013,2,0,1.18,9.6,23,9,7,-6,-3,0,0,0,6,0,1,0,6,0,0,0
2143,F1,2013,2,2,1.92,3.6,5.5,11,15,1,-1,0,0,0,-1,-2,3,0,11,-2,0,0
2144,E0,2013,2,2,1.9,3.9,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,F1,2013,3,1,2.61,3.3,3.4,-7,-3,0,-2,0,0,0,-1,3,0,0,-6,3,0,0
2146,I1,2013,1,1,2.4,3.4,3.4,2,2,-6,1,0,0,0,6,-3,0,0,1,-3,0,0
2147,E0,2013,2,2,4.09,3.53,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,SP1,2013,2,1,2.36,3.61,3.31,4,3,4,6,0,0,0,-4,-4,2,1,1,-4,0,0
2149,I1,2013,2,1,2.7,3.1,3.22,4,-1,12,0,0,0,0,-12,4,0,0,3,4,0,0
2150,SP1,2013,2,0,2.38,3.5,3.55,-5,-3,7,4,0,0,1,-5,-5,-1,0,4,-5,1,0
2151,E0,2013,4,1,1.24,7.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,F1,2013,2,0,1.51,4.45,9,5,1,4,1,0,0,0,-3,0,0,0,2,0,0,0
2153,E0,2013,1,3,4.5,3.8,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,F1,2013,1,1,2.54,3.45,3.25,2,-3,-2,0,0,0,-2,2,0,0,0,2,0,0,0
2155,E0,2013,2,2,2.62,3.55,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,F1,2013,2,2,3.2,3.3,2.66,4,-3,-5,-1,0,0,0,5,-4,0,0,5,-4,0,0
2157,SP1,2013,1,0,4.17,3.65,2.04,3,-3,2,0,0,0,0,-3,1,0,0,3,1,0,0
2158,I1,2013,0,1,2.45,3.35,3.55,13,3,10,1,0,1,0,-11,1,0,0,11,1,0,0
2159,I1,2013,1,0,1.65,4,7,9,2,-3,1,0,0,0,4,3,0,0,6,3,0,0
2160,SP1,2013,1,0,1.98,3.85,4.38,2,9,4,0,0,0,0,-4,3,0,0,6,3,0,0
2161,I1,2013,1,2,8.19,4.25,1.57,-10,-6,2,4,0,0,0,-4,3,1,0,-7,3,0,0
2162,I1,2013,2,0,1.5,5.09,7.3,10,0,-3,-1,0,0,-1,4,-1,1,0,7,-1,0,0
2163,SP1,2013,2,1,1.8,4.09,5.41,1,10,9,1,0,0,0,-9,3,-2,0,1,3,0,1
2164,E0,2013,0,0,1.53,4.59,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,SP1,2013,1,2,2.04,3.6,4.34,6,2,3,-1,0,1,0,-3,1,0,-1,7,1,0,0
2166,D1,2013,1,1,5.4,4.41,1.71,2,4,0,4,0,0,0,-1,0,1,0,0,0,0,0
2167,I1,2013,2,1,1.58,4.3,7.4,-1,-2,-12,-1,0,0,-1,10,-3,0,0,2,-3,0,0
2168,I1,2013,0,1,2.04,3.45,4.59,-5,5,-11,-2,0,0,0,9,1,-1,1,-2,1,0,0
2169,SP1,2013,2,2,1.97,4,4.2,0,5,0,-2,0,0,-1,0,3,1,0,-2,3,0,0
2170,D1,2013,2,0,2.56,3.75,3,-5,-6,2,4,0,0,1,1,3,0,0,-1,3,0,0
2171,F1,2013,1,1,4.25,3.45,2.18,-6,-2,2,-1,0,0,1,-2,1,1,0,-2,1,0,0
2172,E0,2013,2,0,1.51,4.84,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,E0,2013,0,3,4.8,4.33,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,I1,2013,2,0,2.18,3.45,3.95,-4,-8,-11,-6,0,0,1,10,-1,0,0,-4,-1,-1,0
2175,I1,2013,0,3,4.5,3.5,2.02,-2,6,-2,2,0,0,0,2,0,0,0,-6,0,0,0
2176,D1,2013,2,2,3.1,3.7,2.48,-3,-3,-3,-1,0,0,-1,2,-2,-1,1,-4,-2,0,0
2177,F1,2013,1,1,2.56,3.2,3.5,1,-1,-1,0,0,0,0,2,-4,0,0,-4,-4,0,0
2178,D1,2013,3,3,1.9,3.84,4.86,3,0,-6,-5,0,0,-1,6,-4,0,0,1,-4,0,0
2179,SP1,2013,2,0,1.14,12,26,17,6,-2,1,0,0,0,3,3,0,1,11,3,0,0
2180,F1,2013,1,1,2.94,3.4,2.74,-6,-4,5,0,0,0,-1,-4,0,1,1,-3,0,0,0
2181,F1,2013,0,4,3,3.25,2.75,8,8,-2,-2,0,0,1,2,-1,-1,0,3,-1,0,0
2182,D1,2013,0,5,11.5,6.2,1.33,-22,-4,5,2,0,0,0,-5,-1,1,0,-16,-1,0,0
2183,E0,2013,1,2,5.8,4.29,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,F1,2013,1,1,2.06,3.25,4.78,-6,-5,1,-2,0,1,2,-1,-1,2,0,-2,-1,1,0
2185,D1,2013,2,2,1.7,4.2,5.89,4,2,-8,1,0,0,0,8,1,1,0,2,1,0,0
2186,SP1,2013,3,2,1.78,4.25,5.09,21,6,3,1,0,-1,0,-1,0,1,-1,14,0,-1,0
2187,F1,2013,2,1,2.27,3.38,3.82,-2,0,0,-3,0,0,0,0,1,0,-1,-3,1,0,0
2188,E0,2013,2,4,3.3,3.4,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,E0,2013,2,1,2.23,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,D1,2013,0,2,2.5,3.65,3.1,2,6,5,-1,0,0,0,-5,-3,2,1,1,-3,0,0
2191,F1,2013,1,0,1.25,6.8,19,7,-1,1,0,0,0,0,-1,5,3,1,8,5,0,0
2192,I1,2013,3,2,2.5,3.45,3.34,-1,0,7,-1,0,0,0,-8,3,0,0,-2,3,0,0
2193,E0,2013,4,1,1.86,3.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,E0,2013,1,0,1.38,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,SP1,2013,2,1,1.58,4.4,7.4,4,5,-12,-5,0,0,1,12,-2,-2,1,4,-2,-1,0
2196,E0,2013,4,2,1.33,5.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,D1,2013,3,1,2.21,3.9,3.4,3,-2,4,-3,0,0,0,-3,7,0,0,4,7,0,0
2198,D1,2013,1,2,1.95,3.85,4.3,1,-1,0,-1,0,0,0,-3,0,1,0,2,0,0,0
2199,I1,2013,2,0,1.78,3.85,5.6,10,3,-3,1,0,0,1,2,0,-1,0,8,0,0,0
2200,F1,2013,6,1,2.35,3.4,3.5,0,3,2,2,0,-2,0,-3,5,0,1,0,5,-2,0
2201,D1,2013,4,0,2.2,3.7,3.65,11,7,-1,-1,0,0,0,0,0,1,0,6,0,0,0
2202,E0,2013,1,0,1.75,4.09,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,E0,2013,1,0,7.8,5.09,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,SP1,2013,4,5,10.5,6,1.35,4,4,-1,-1,0,0,0,2,3,0,1,1,3,-1,1
2205,SP1,2013,1,2,2.1,3.45,4.25,-8,3,-1,1,0,1,0,2,0,1,0,-7,0,1,0
2206,I1,2013,1,0,2.16,3.3,4.4,-7,1,7,-1,0,0,0,-6,3,0,0,-4,3,0,0
2207,SP1,2013,3,2,1.87,4,4.63,-1,4,-2,1,0,-1,0,3,6,0,0,-4,6,0,0
2208,D1,2013,0,1,2.27,3.79,3.3,-4,-1,6,-2,0,0,0,-6,-6,2,0,-7,-6,0,0
2209,D1,2013,0,0,2.39,3.4,3.4,0,2,2,1,0,0,0,-2,-1,1,0,0,-1,0,0
2210,SP1,2013,0,0,1.95,3.75,4.5,4,1,7,2,0,0,0,-6,4,0,0,3,4,0,0
2211,I1,2013,2,4,3.45,3.93,2.22,-8,-4,3,3,0,0,1,-4,-3,-2,0,-4,-3,0,0
2212,F1,2013,1,0,6.29,4.03,1.7,-12,-6,5,0,0,0,0,-6,2,1,0,-8,2,0,0
2213,I1,2013,2,0,1.69,4.09,6.3,4,1,4,-2,0,0,1,-5,1,-1,0,7,1,0,0
2214,I1,2013,0,0,2.29,3.3,3.85,8,4,-7,-3,0,0,1,6,-2,0,0,6,-2,0,0
2215,E0,2013,1,1,3.65,3.7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,SP1,2013,0,1,1.98,3.55,4.59,11,10,-6,-1,0,0,0,7,-1,0,0,7,-1,0,0
2217,SP1,2013,0,1,4.3,3.75,2.06,3,4,-3,3,0,0,0,3,0,0,0,3,0,0,0
2218,I1,2013,1,1,3.85,3.32,2.27,-6,-7,-2,-1,0,0,0,2,-1,-3,0,-3,-1,0,0
2219,I1,2013,2,1,2.06,3.3,4.59,7,0,0,-1,0,1,0,0,1,-3,0,5,1,1,0
2220,F1,2013,1,0,1.36,5.4,12.6,4,4,-5,-1,0,0,0,6,3,-2,0,4,3,0,0
2221,I1,2013,2,1,2.16,3.45,4,12,0,3,-1,0,-1,0,-4,1,0,0,8,1,-1,0
2222,I1,2013,1,0,1.54,4.4,8.19,6,-2,-7,-1,0,0,0,6,4,-2,0,2,4,1,0
2223,F1,2013,0,0,2.54,3.3,3.3,3,1,-1,0,0,0,1,2,4,-3,0,5,4,0,0
2224,E0,2013,1,1,3,3.3,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,SP1,2013,3,2,1.6,4.33,7.13,19,13,-4,0,0,0,0,4,1,0,0,15,1,0,0
2226,F1,2013,2,0,1.95,3.6,4.94,-4,2,3,-1,0,-1,0,-4,0,0,0,-1,0,-1,0
2227,D1,2013,0,2,2.29,3.7,3.54,9,10,-8,-2,0,0,0,7,-2,-1,0,7,-2,0,0
2228,D1,2013,1,4,2.64,3.5,2.94,-4,-3,1,0,0,1,0,-2,0,0,2,-4,0,1,0
2229,E0,2013,0,0,1.99,3.45,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,D1,2013,3,0,2.46,3.5,3.2,5,2,-7,-1,0,0,0,7,4,0,0,2,4,0,0
2231,E0,2013,1,1,2.04,3.65,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,SP1,2013,1,0,3.3,3.6,2.36,0,2,-6,-6,0,0,0,6,-3,-2,0,0,-3,0,0
2233,F1,2013,0,1,8,4.4,1.54,0,-3,1,-1,0,0,1,-2,-1,-1,0,-2,-1,0,0
2234,I1,2013,1,0,1.45,4.95,10.13,5,9,-11,-1,0,0,0,8,6,0,0,6,6,0,0
2235,E0,2013,1,0,1.27,7.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,E0,2013,3,3,3.26,3.5,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,SP1,2013,1,1,1.93,3.8,4.8,0,-6,1,0,0,0,0,-2,-3,0,0,1,-3,1,0
2238,D1,2013,1,0,1.3,7,15,7,1,0,-3,0,0,0,2,0,-1,0,3,0,0,0
2239,E0,2013,1,0,1.43,5.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,F1,2013,3,1,1.53,4.4,9.5,-4,6,-2,-1,0,0,0,2,0,1,0,-2,0,0,0
2241,D1,2013,0,2,4.7,4,1.88,-11,-4,0,-1,0,0,0,-1,1,1,0,-9,1,0,0
2242,D1,2013,1,1,3.1,3.7,2.45,-6,-2,6,2,0,0,0,-4,6,0,0,-7,6,0,0
2243,E0,2013,2,1,2.31,3.55,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,SP1,2013,0,5,14,7.6,1.24,3,3,4,4,0,0,0,-3,-6,1,0,-2,-6,0,0
2245,F1,2013,2,1,1.76,3.75,5.8,11,3,6,-1,0,0,0,-5,1,1,0,6,1,-1,1
2246,F1,2013,3,1,1.87,3.6,5.35,4,0,1,3,0,1,0,-2,0,0,-1,1,0,1,1
2247,I1,2013,0,0,2.48,3.35,3.35,-6,0,4,1,0,0,0,-5,-1,-1,0,-5,-1,0,0
2248,F1,2013,1,1,2.06,3.4,4.4,-4,2,-1,-2,0,0,0,1,4,0,0,-4,4,0,0
2249,SP1,2013,0,0,3.05,3.45,2.63,-1,-2,1,-1,0,0,1,0,-3,-2,0,-1,-3,0,0
2250,E0,2013,2,3,2.38,3.75,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,I1,2013,0,1,2.4,3.2,3.6,9,3,-10,-4,0,0,1,12,1,0,0,3,1,0,0
2252,SP1,2013,1,2,1.83,3.9,5.09,5,6,1,3,0,0,0,0,0,1,0,2,0,0,0
2253,SP1,2013,3,1,2.12,3.55,4.3,1,-2,-1,-1,0,0,1,3,2,-2,0,-1,2,0,0
2254,I1,2013,0,0,3.1,3.32,2.62,4,-4,4,-1,0,0,0,-4,-1,-1,0,-3,-1,-1,0
2255,I1,2013,1,3,3.6,3.3,2.48,0,4,1,0,0,0,0,-2,3,1,0,-1,3,0,0
2256,I1,2013,1,0,1.48,4.75,9,17,-3,-9,-3,0,0,0,11,-2,-1,0,13,-2,-1,0
2257,F1,2013,3,1,2.94,3.36,2.77,-4,-1,5,0,0,0,0,-6,1,0,0,-7,1,0,0
2258,D1,2013,2,1,2.25,3.8,3.45,1,5,-1,-1,0,0,-1,1,1,0,0,1,1,0,0
2259,SP1,2013,3,1,1.33,5.9,13,11,2,1,0,0,0,1,0,3,0,0,6,3,0,0
2260,I1,2013,2,0,2.18,3.35,4.05,6,1,-1,-2,0,-1,0,0,0,0,1,2,0,-2,0
2261,I1,2013,1,3,2.31,3.35,3.7,-2,0,0,0,0,0,0,0,5,1,0,-3,5,1,0
2262,E0,2013,2,1,1.98,3.67,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,E0,2013,1,2,3.85,3.7,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,SP1,2013,0,5,12,6.5,1.32,-11,1,3,0,0,0,0,-2,-2,0,0,-10,-2,0,0
2265,D1,2013,1,2,1.32,6.6,12,19,12,-1,2,0,0,0,1,-1,-1,0,12,-1,0,0
2266,I1,2013,2,3,1.55,4.8,6.4,9,2,0,0,0,1,0,2,-5,0,-1,7,-5,1,0
2267,F1,2013,4,4,1.83,3.8,5.4,17,6,-2,-2,0,0,0,6,2,-3,0,10,2,0,0
2268,SP1,2013,2,1,3.55,3.47,2.31,1,0,5,-3,0,0,0,-6,-3,-1,0,1,-3,0,0
2269,E0,2013,2,2,2.84,3.3,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,I1,2013,0,1,5.7,3.65,1.81,-10,-4,0,3,0,0,0,0,-3,4,0,-8,-3,1,0
2271,D1,2013,2,3,1.8,4,5.36,-8,-3,2,1,0,0,0,-2,-3,0,0,-2,-3,0,0
2272,SP1,2013,2,2,2.12,3.7,4,-2,2,4,0,0,0,-1,-4,-1,0,0,1,-1,0,0
2273,I1,2013,2,2,3.35,3.48,2.42,-3,-5,1,-2,0,0,0,-2,-2,0,-1,-4,-2,0,0
2274,I1,2013,3,2,2.78,3.85,2.62,5,3,12,2,0,0,0,-15,7,0,-1,5,7,1,0
2275,I1,2013,2,2,1.99,3.5,4.65,-1,2,1,-1,0,0,0,0,5,2,1,-1,5,0,0
2276,I1,2013,4,2,2.08,3.25,4.59,11,1,-1,-3,0,0,0,1,-2,0,0,11,-2,-1,0
2277,I1,2013,2,0,1.8,3.7,5.73,12,1,0,-2,0,-1,0,2,7,0,1,11,7,-1,0
2278,I1,2013,2,1,1.27,6.4,17,16,6,-2,-3,0,0,0,2,2,-3,0,15,2,0,0
2279,I1,2013,1,0,3.35,3.2,2.56,-9,-7,2,-1,0,0,-1,-1,1,1,0,-6,1,0,0
2280,I1,2013,3,2,1.65,4,7,11,-1,5,0,0,-2,0,-4,-3,0,1,10,-3,-2,0
2281,I1,2013,1,1,1.93,3.45,5.4,5,4,7,2,0,0,0,-7,3,-2,0,4,3,0,0
2282,I1,2013,0,1,4.25,3.35,2.15,-5,-2,7,2,0,0,0,-7,-3,3,0,-5,-3,0,0
2283,D1,2013,1,1,1.65,4.5,6.6,-5,-4,-9,0,0,0,1,10,-2,0,0,-6,-2,0,0
2284,F1,2013,2,0,3.3,3.3,2.5,-8,-2,2,1,0,0,0,-3,-2,0,0,-8,-2,0,0
2285,E0,2013,0,0,5.3,4.09,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,E0,2013,0,1,2.1,3.5,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,SP1,2013,4,0,1.12,12,31.12,7,1,-5,0,0,0,0,4,0,-2,0,2,0,0,0
2288,D1,2013,1,1,2.49,3.53,3.15,0,-2,-2,1,0,0,-1,3,-3,0,1,0,-3,0,0
2289,SP1,2013,1,2,1.43,5.3,9,2,1,0,-2,0,0,0,1,2,1,0,1,2,0,0
2290,D1,2013,0,3,9.4,5.7,1.39,-8,-3,3,0,0,0,-1,-2,-2,0,0,-7,-2,0,0
2291,I1,2013,5,1,1.55,4.25,7.9,11,0,-5,-2,0,0,0,2,2,-1,0,8,2,0,0
2292,D1,2013,3,2,4.59,4.13,1.86,-17,-5,4,-1,0,0,-1,-5,2,2,1,-9,2,0,0
2293,D1,2013,1,0,2.7,3.56,2.82,8,1,5,-1,0,0,0,-7,0,0,0,7,0,0,0
