,league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1
3877,F1,2014,2,0,1.75,3.75,6.7,-2,0,7,0,0,0,0,-6,-4,1,0,-2,-4,0,0
3878,E0,2014,2,3,3.45,3.45,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,E0,2014,2,0,1.35,6.2,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,E0,2014,0,1,2.5,3.45,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,SP1,2014,0,4,19,8.6,1.25,0,-7,5,1,0,0,0,-8,-1,-2,1,-4,-1,0,0
3882,F1,2014,0,0,3.74,3.3,2.45,2,0,8,2,0,0,0,-9,-3,-1,0,1,-3,0,0
3883,E0,2014,0,1,1.76,4.2,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,F1,2014,4,0,1.96,3.6,5.7,2,1,-1,-1,0,0,0,0,-2,0,-1,0,-2,0,0
3885,F1,2014,3,1,1.9,3.65,5.7,2,2,4,0,0,0,0,-4,-4,1,0,2,-4,0,0
3886,E0,2014,0,2,4.1,3.53,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,I1,2014,0,7,5.1,3.8,1.99,-17,-5,-4,2,0,0,0,4,-3,-2,0,-12,-3,0,-1
3888,SP1,2014,4,1,1.17,12,31,22,3,-4,-2,0,-1,0,4,4,3,-1,15,4,-1,0
3889,E0,2014,0,1,4.7,3.6,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,I1,2014,1,2,2.78,3.5,3.33,13,5,2,2,0,0,0,-3,1,0,1,7,1,0,0
3891,I1,2014,1,2,2.48,3.25,3.8,2,-4,-1,0,0,1,2,2,-3,-1,-1,1,-3,1,0
3892,F1,2014,3,3,2.64,3.2,3.57,5,-1,-3,-1,0,0,2,1,1,-1,1,6,1,0,0
3893,SP1,2014,0,0,1.78,3.85,5.74,15,2,3,3,0,0,0,-2,-1,0,0,12,-1,0,0
3894,SP1,2014,3,1,2.25,3.65,4,16,0,1,1,0,0,0,-2,-3,0,0,7,-3,0,0
3895,I1,2014,0,0,2.55,3.35,3.85,0,6,-7,-3,0,0,0,5,-1,0,0,3,-1,0,0
3896,SP1,2014,0,0,2.95,3.62,2.68,-7,-4,1,4,0,0,0,0,-5,1,0,-5,-5,0,0
3897,E0,2014,3,1,1.43,5.4,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,F1,2014,1,1,1.87,4.2,5.5,3,4,-5,-2,0,0,0,5,3,2,0,2,3,0,0
3899,I1,2014,2,0,2.15,3.5,4.15,11,5,0,1,0,-1,0,3,0,1,1,10,0,-1,0
3900,I1,2014,2,1,1.23,8.56,21.01,31,3,6,3,0,0,0,-7,0,-1,0,28,0,0,0
3901,I1,2014,0,2,3.92,3.4,2.48,4,6,3,2,0,0,0,-4,2,0,0,3,2,0,0
3902,D1,2014,1,1,2.26,3.75,3.6,-3,-2,0,2,0,0,0,1,4,0,1,-6,4,0,0
3903,E0,2014,4,1,2.37,3.45,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,D1,2014,1,1,2.73,3.55,2.9,0,7,10,-2,0,0,-1,-10,0,0,0,2,0,0,0
3905,SP1,2014,3,2,2.45,3.45,3.35,3,-3,5,0,0,0,0,-6,-2,0,0,2,-2,0,0
3906,SP1,2014,2,1,1.25,7.4,20,6,9,-2,2,0,0,0,3,4,0,0,7,4,0,0
3907,SP1,2014,1,1,2.3,3.3,3.86,20,7,4,-2,0,-1,0,-3,1,-3,1,11,1,-1,0
3908,I1,2014,1,0,1.76,3.65,6.2,7,7,-4,-2,0,0,0,5,0,-1,0,4,0,0,0
3909,SP1,2014,4,1,1.17,13,29,13,5,-6,-1,0,0,0,6,3,0,0,5,3,0,0
3910,SP1,2014,2,0,1.85,3.85,5.2,9,4,-3,1,0,0,0,3,-5,2,0,9,-5,0,0
3911,F1,2014,2,1,2.35,3.3,4.1,1,-3,-8,0,0,0,0,8,1,0,1,-1,1,0,0
3912,F1,2014,3,0,1.65,4.2,7.44,6,2,6,-1,0,0,0,-3,5,-1,0,4,5,0,1
3913,SP1,2014,4,1,1.45,5.6,10,6,2,-1,-3,0,-1,1,1,7,-2,1,2,7,-2,0
3914,SP1,2014,0,1,3.46,3.6,2.5,-1,1,2,2,0,0,0,-3,5,1,0,-1,5,0,0
3915,F1,2014,1,0,1.97,3.5,4.9,2,3,-3,-1,0,0,0,3,1,0,0,2,1,0,0
3916,F1,2014,2,1,5.2,3.53,2.1,-9,-5,0,1,0,0,1,-1,4,0,0,-6,4,-1,0
3917,F1,2014,5,1,1.9,3.68,5.27,-1,1,-4,-2,0,0,0,4,-4,1,0,3,-4,0,0
3918,I1,2014,3,1,1.7,4.1,7.1,19,5,2,-2,0,0,0,-1,-1,0,0,11,-1,-1,0
3919,F1,2014,3,0,1.33,6.2,15,7,5,-5,0,0,0,0,5,0,0,0,8,0,0,0
3920,I1,2014,1,1,1.17,9.8,29,2,2,-7,0,0,0,-1,8,1,0,0,2,1,0,0
3921,I1,2014,1,1,3.25,3.3,2.7,-10,1,-8,-2,0,0,0,7,1,0,0,-8,1,0,0
3922,I1,2014,0,2,5.3,3.6,2,3,4,-2,1,0,0,0,1,-3,0,0,-3,-3,1,0
3923,F1,2014,0,0,1.84,3.55,5.83,12,11,-9,-1,0,0,0,7,-1,-1,0,9,-1,0,0
3924,I1,2014,3,3,4.4,3.35,2.15,0,-4,5,2,0,0,0,-6,-5,2,0,1,-5,0,0
3925,F1,2014,2,0,2.45,3.25,3.95,12,6,-1,0,0,0,0,1,3,-1,0,12,3,0,0
3926,F1,2014,0,1,11,5.5,1.42,8,3,1,-3,0,0,0,-2,0,2,0,6,0,0,0
3927,I1,2014,2,2,1.94,3.6,4.99,4,6,-3,1,0,0,0,5,2,-1,-2,1,2,0,0
3928,SP1,2014,1,2,13,6.4,1.33,-1,-1,11,7,0,0,0,-11,-2,1,-1,-2,-2,0,0
3929,I1,2014,4,3,1.96,3.45,5.13,3,-1,-5,-1,0,1,0,3,-1,0,0,-1,-1,1,0
3930,I1,2014,1,2,8.1,4.7,1.53,-14,-2,-3,3,0,0,0,3,5,1,0,-9,5,0,-1
3931,F1,2014,0,0,2.4,3.45,4.53,12,5,4,2,0,0,0,-3,3,1,0,10,3,0,0
3932,SP1,2014,2,0,2.3,3.51,3.75,6,6,6,1,0,0,0,-4,2,2,0,3,2,0,0
3933,I1,2014,2,1,2.05,3.8,5.1,-3,1,8,3,0,0,0,-5,1,1,-1,1,1,0,0
3934,SP1,2014,2,1,2.05,3.8,4.6,9,2,-5,-6,0,0,0,3,5,-1,1,11,5,0,0
3935,SP1,2014,2,1,1.75,4.2,7.2,-4,-2,-6,-2,0,0,0,6,5,-1,0,-3,5,0,0
3936,D1,2014,2,2,2.55,3.55,3.3,11,0,-4,-1,0,0,0,4,0,1,0,5,0,0,0
3937,SP1,2014,2,2,3.1,3.4,2.75,2,7,0,3,0,0,0,0,4,-1,0,1,4,0,0
3938,E0,2014,1,2,1.34,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,SP1,2014,0,1,1.87,4.33,5.75,7,-4,1,0,0,0,0,-1,-2,3,0,6,-2,0,0
3940,E0,2014,1,2,2.15,3.54,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,E0,2014,1,2,3.35,3.55,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,D1,2014,2,0,1.42,5.6,9.27,11,-5,-4,0,0,0,0,6,-1,0,0,11,-1,0,0
3943,E0,2014,1,1,2.65,3.3,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,E0,2014,2,0,1.53,4.7,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,D1,2014,3,1,2.15,3.55,3.87,1,0,6,-3,0,0,0,-4,1,2,0,0,1,0,0
3946,I1,2014,1,0,1.47,4.85,9.2,2,5,0,-3,0,0,0,0,4,-1,0,2,4,0,0
3947,D1,2014,1,0,1.22,9.66,25.38,7,6,-12,1,0,0,0,11,0,-1,0,5,0,0,0
3948,F1,2014,2,0,2.6,3.2,3.45,-7,-7,-1,1,0,0,0,2,4,0,0,-7,4,0,0
3949,D1,2014,3,3,2.75,3.7,3.04,2,-4,-1,1,0,0,0,0,0,-2,1,-5,0,0,0
3950,F1,2014,0,2,2.86,3.27,2.94,3,4,-4,0,0,0,1,4,0,-2,0,0,0,0,0
3951,F1,2014,0,0,2.88,3.26,2.88,-7,-6,5,1,0,0,0,-5,-4,-2,0,-8,-4,0,0
3952,I1,2014,0,2,5,3.75,1.96,-1,-2,9,0,0,0,0,-7,1,0,0,1,1,0,0
3953,F1,2014,1,0,2.2,3.4,4.4,6,5,1,-1,0,0,0,0,-1,0,0,7,-1,0,0
3954,SP1,2014,1,0,1.39,5.98,9,-8,-2,-6,-2,0,0,0,5,1,-1,0,-10,1,0,0
3955,SP1,2014,0,2,19,8.4,1.25,-10,-1,7,-1,0,0,0,-7,1,-1,0,-5,1,0,0
3956,E0,2014,3,2,8.4,4.47,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,D1,2014,2,2,1.87,4.1,4.64,-3,3,6,1,0,0,0,-4,2,0,0,-3,2,0,0
3958,F1,2014,2,0,1.35,5.65,12,6,4,-2,-3,0,0,0,1,-5,0,1,3,-5,0,0
3959,E0,2014,1,0,2.5,3.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,D1,2014,5,0,1.27,8.8,20,26,9,3,-1,0,-1,0,-3,3,0,1,15,3,-1,0
3961,F1,2014,2,2,1.6,4.42,6.95,16,4,-9,-2,0,0,0,9,3,-1,0,11,3,0,0
3962,F1,2014,1,1,2.75,3.4,3,-6,-2,4,0,0,-1,0,-5,-1,1,0,-4,-1,-1,0
3963,SP1,2014,1,1,2.26,3.65,3.65,6,2,-1,-6,0,0,-1,0,-1,1,0,2,-1,-1,0
3964,SP1,2014,0,1,2.25,3.38,3.98,6,3,1,5,0,0,0,-2,1,-1,-1,6,1,1,0
3965,I1,2014,2,0,2.85,3.25,2.94,1,4,-1,-2,0,0,0,1,0,2,0,0,0,0,0
3966,D1,2014,3,3,1.95,3.76,4.91,-1,0,7,0,0,0,1,-8,0,-1,0,-1,0,0,1
3967,I1,2014,2,2,4.2,3.5,2.2,7,8,0,2,0,0,0,1,-4,2,0,1,-4,0,0
3968,E0,2014,1,3,6.3,4.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,SP1,2014,0,2,1.75,3.94,6.4,7,10,-7,-2,0,0,-1,6,-1,0,0,5,-1,0,0
3970,E0,2014,0,1,2.05,3.5,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,F1,2014,1,3,2.4,3.27,3.65,-7,-2,-7,-1,0,0,0,7,0,0,0,-8,0,0,0
3972,SP1,2014,0,1,2.1,3.5,4.25,-6,3,3,-2,0,0,-1,-1,-1,0,0,-5,-1,0,0
3973,I1,2014,2,1,2,3.64,4.7,-3,0,7,1,0,0,0,-6,0,0,1,-4,0,0,0
3974,D1,2014,0,4,3.85,3.71,2.12,-4,4,-8,-1,0,0,0,9,4,1,0,-2,4,0,0
3975,F1,2014,1,1,7.4,4.35,1.7,-3,-1,3,2,0,0,1,-3,2,0,0,0,2,1,0
3976,I1,2014,0,1,8.93,4.55,1.53,-11,-6,-3,0,0,0,0,1,0,-2,0,-9,0,0,0
3977,I1,2014,2,0,2.3,3.3,4,-6,-7,-2,-1,0,0,0,2,-1,0,0,-2,-1,0,0
3978,I1,2014,1,1,4.65,3.6,2.1,-6,-4,0,2,0,0,-1,-1,-1,-1,0,-3,-1,0,0
3979,F1,2014,1,1,3.2,3.31,2.65,-4,0,0,0,0,1,0,1,4,0,1,-2,4,0,0
3980,SP1,2014,1,0,2.72,3.6,2.88,4,-1,4,3,0,0,0,-2,-6,0,0,1,-6,0,0
3981,I1,2014,5,0,1.38,5.6,11,0,-5,-1,-2,0,0,0,1,2,1,0,1,2,0,0
3982,E0,2014,3,2,1.7,4.6,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,I1,2014,2,2,1.73,3.95,6.1,4,0,-13,1,0,0,0,12,-1,1,0,1,-1,0,0
3984,SP1,2014,2,0,3.3,3.55,2.55,2,3,6,1,0,0,0,-6,4,1,1,-3,4,0,0
3985,SP1,2014,0,1,1.67,4.11,6.9,2,0,-5,-3,0,0,0,7,1,0,0,4,1,0,0
3986,F1,2014,4,1,2.46,3.4,3.35,6,-3,-3,-2,0,-1,0,4,-2,1,1,6,-3,-1,0
3987,SP1,2014,3,0,1.53,4.6,8.5,8,2,1,-1,0,0,0,2,0,-2,0,9,0,0,0
3988,D1,2014,1,1,2.4,3.55,3.45,4,-2,-1,0,0,0,0,2,-2,-1,0,0,-2,0,0
3989,D1,2014,0,2,1.35,5.85,11,10,5,-10,-1,0,0,0,6,3,-1,0,8,3,0,0
3990,I1,2014,0,1,2.5,3.2,3.5,11,7,2,1,0,0,0,-2,1,0,0,8,1,0,0
3991,I1,2014,0,3,2.51,3.5,3.3,9,8,-5,-5,0,0,0,5,-3,-2,-1,6,-3,-1,0
3992,F1,2014,1,1,2.25,3.3,4.2,9,17,-2,-2,0,0,-1,0,1,0,0,6,1,0,0
3993,D1,2014,1,1,1.8,4.11,5.02,14,12,0,-1,0,0,-1,1,3,1,0,10,3,0,0
3994,E0,2014,0,0,2.4,3.3,3.7,-12,-1,-2,1,0,0,1,2,-1,0,0,-9,-1,0,0
3995,E0,2014,1,0,2.73,3.35,3.15,-7,2,-3,1,0,0,0,2,1,0,0,-10,1,0,0
3996,D1,2014,2,2,2.45,3.65,3.24,4,6,6,0,0,0,0,-5,5,1,0,2,5,0,0
3997,D1,2014,2,0,5.7,4.3,1.73,-21,-8,1,0,0,-1,0,-1,-1,-1,1,-15,-1,-1,0
3998,F1,2014,3,0,1.83,3.7,5.8,-4,2,0,-1,0,0,0,1,-2,0,0,-3,-2,0,0
3999,E0,2014,1,2,7,4.53,1.65,-7,0,4,-2,0,0,0,-3,-2,0,0,-8,-2,0,0
4000,E0,2014,3,1,1.23,8.25,21,2,8,4,1,0,0,0,-4,4,0,0,2,4,0,0
4001,E0,2014,3,1,4.2,6.2,6.3,7,7,7,1,0,0,0,-6,-1,0,0,6,-1,0,1
4002,E0,2014,1,2,2.5,3.45,3.28,-12,0,1,1,0,0,1,-3,0,0,0,-4,0,0,0
4003,SP1,2014,1,0,2.94,3.75,2.6,-8,1,1,0,0,0,0,-1,-1,1,1,-10,-1,0,0
4004,F1,2014,2,1,1.6,4.14,7.3,3,7,-4,-5,0,0,-1,2,4,-1,0,-3,4,0,0
4005,SP1,2014,4,1,1.16,10,26,13,2,-7,-3,0,0,0,10,-1,2,0,11,-1,0,0
4006,F1,2014,2,0,2.4,3.51,3.8,16,6,3,-1,0,0,0,-3,0,0,0,13,0,-1,0
4007,F1,2014,3,0,1.4,4.8,11.39,12,4,2,0,0,0,0,-2,3,1,0,6,3,0,0
4008,SP1,2014,2,1,2.65,3.4,3.25,-1,-1,-6,-2,0,0,0,2,1,-1,0,1,1,-1,0
4009,F1,2014,1,0,2.3,3.27,4.03,-2,-3,3,0,0,0,0,-3,2,2,0,-2,2,0,0
4010,D1,2014,4,1,1.91,3.81,4.9,1,-1,-1,-2,0,-1,0,0,-1,0,1,5,-1,-1,0
4011,D1,2014,1,1,5.7,4.5,1.7,-22,-12,9,0,0,0,0,-8,1,-1,0,-20,1,0,0
4012,SP1,2014,2,3,9.9,6,1.44,-14,-5,5,-2,0,0,0,-5,-1,-1,0,-13,-1,0,0
4013,I1,2014,3,2,1.67,4.2,7.4,11,4,-2,-4,0,0,0,1,3,0,0,7,3,-1,0
4014,F1,2014,5,1,2.5,3.37,3.3,-3,-1,-5,-2,0,0,0,5,3,3,1,0,3,-1,0
4015,I1,2014,2,2,2.8,3.2,3.15,4,-7,1,-3,0,0,-1,0,-3,-1,0,4,-3,0,0
4016,D1,2014,1,1,3.41,3.61,2.45,1,-3,-10,-1,0,0,0,9,-2,0,0,3,-2,-1,-1
4017,E0,2014,1,1,5.5,4.2,1.8,-2,4,-5,-1,0,0,1,5,2,0,0,0,2,0,0
4018,I1,2014,4,0,1.32,6.1,14,-1,0,2,-2,0,0,0,-1,-3,0,0,0,-3,0,0
4019,I1,2014,0,0,2.66,3.35,3.05,17,5,-2,0,0,0,0,3,0,0,0,13,0,0,0
4020,SP1,2014,2,1,1.25,7.63,20.79,19,13,-3,-2,0,0,0,3,1,0,1,15,1,0,0
4021,E0,2014,0,3,1.48,4.85,9.5,-2,-1,-4,0,0,0,0,4,0,0,0,-2,0,0,0
4022,E0,2014,1,3,7,4.4,1.65,-8,-2,2,0,0,0,-1,-2,-1,0,0,-1,-1,0,0
4023,SP1,2014,2,1,1.57,4.79,7.4,10,9,7,-1,0,0,0,-4,3,0,0,5,3,0,0
4024,F1,2014,1,2,4.8,3.65,2.05,7,5,9,-1,0,-1,0,-9,-1,2,0,3,-1,-1,0
4025,SP1,2014,3,1,2.71,3.4,2.94,-6,-4,6,0,0,0,0,-6,-1,-1,0,-5,-1,0,-1
4026,D1,2014,0,5,2.5,3.7,3.1,-10,0,1,1,0,0,-1,-1,0,0,0,-8,0,0,0
4027,I1,2014,1,1,2.15,3.49,4.33,4,-1,5,0,0,0,0,-7,2,0,0,1,2,0,-1
4028,I1,2014,1,4,2.35,3.34,3.94,11,1,5,0,0,0,0,-4,0,0,1,4,0,0,0
4029,I1,2014,2,0,1.95,3.7,5.2,-3,1,-1,0,0,0,0,2,2,-1,0,0,2,0,0
4030,SP1,2014,1,1,4.05,3.6,4.24,5,7,-1,0,0,0,0,0,0,1,-1,3,0,0,0
4031,E0,2014,2,0,2.28,3.45,3.8,-5,3,5,2,0,0,2,-5,4,0,0,-6,4,0,0
4032,F1,2014,4,1,1.7,3.85,7.4,9,0,-4,1,0,0,0,5,-5,-1,1,10,-5,0,0
4033,I1,2014,3,1,1.73,4.1,6.2,-7,-2,2,-1,0,1,0,-3,1,-1,-1,-3,1,0,0
4034,F1,2014,1,0,3,3.3,2.75,-12,-12,4,0,0,0,-1,-2,-1,0,0,-10,-1,0,0
4035,I1,2014,2,0,2.21,3.5,4.21,-2,-3,4,-3,0,0,0,-2,1,0,1,-3,1,-1,0
4036,D1,2014,1,2,3.7,3.78,2.22,8,-2,-3,-4,0,0,0,3,0,-1,1,-1,0,0,0
4037,F1,2014,1,2,3.04,3.35,2.95,-2,0,5,0,0,1,0,-6,0,0,-1,-2,0,1,0
4038,SP1,2014,0,0,13,6.5,1.32,-8,-3,8,1,0,0,1,-8,1,-3,0,-4,1,0,0
4039,D1,2014,1,0,2.55,3.55,3.25,-8,2,1,-1,0,0,0,-1,0,1,0,-7,0,-1,0
4040,F1,2014,2,2,1.95,3.65,5.3,0,-7,-5,1,0,0,0,6,4,0,0,-1,4,0,0
4041,I1,2014,1,0,1.83,3.7,5.4,5,-7,2,0,0,0,0,-2,-1,-1,0,3,-1,0,0
4042,E0,2014,1,1,1.65,4.6,7.2,-7,0,-9,-1,0,0,0,9,6,0,0,-8,6,0,0
4043,SP1,2014,1,2,2.05,3.88,4.4,8,6,3,2,0,0,0,-3,-1,0,0,6,-1,0,0
4044,E0,2014,0,0,2.6,3.4,3.15,-2,0,2,1,0,0,0,-2,0,0,0,0,0,0,0
4045,E0,2014,1,3,5.9,4.4,1.75,-4,0,-6,-1,0,0,0,5,0,0,0,-2,0,0,0
4046,SP1,2014,1,0,6.1,3.99,1.83,4,0,-7,1,0,0,0,7,0,0,0,0,0,0,1
4047,D1,2014,2,3,5,4,1.9,-1,-8,-4,-1,0,0,0,5,2,-3,0,-5,2,0,0
4048,E0,2014,4,1,1.34,5.9,15,7,-3,7,-1,0,0,0,-7,2,0,0,7,2,0,0
4049,F1,2014,0,1,3.03,3.2,2.88,2,1,-7,-3,0,0,0,7,-4,0,1,3,-4,0,0
4050,F1,2014,1,2,2.45,3.31,3.5,1,-2,5,2,0,0,0,-5,-5,0,0,-2,-5,0,0
4051,D1,2014,4,1,1.15,10,30.75,7,3,-3,1,0,0,0,3,-5,1,1,3,-5,0,0
4052,D1,2014,1,1,1.62,4.55,6.6,4,5,9,-1,0,0,0,-9,-2,-1,0,2,-2,0,0
4053,SP1,2014,2,0,1.23,9.1,17,19,8,-4,-4,0,0,0,4,10,-2,1,15,10,0,0
4054,F1,2014,4,0,1.29,6.2,14,9,3,-3,-2,0,0,0,4,3,-1,1,6,3,0,0
4055,E0,2014,2,2,4.5,4.1,1.92,-9,-10,-2,-1,0,1,1,3,-2,0,0,-10,-2,1,0
4056,D1,2014,0,0,2.15,3.7,4.25,8,-1,9,-1,0,0,-1,-10,-4,0,0,3,-4,0,0
4057,E0,2014,2,1,1.55,4.4,8.2,3,-2,-9,2,0,0,0,10,0,0,0,4,0,0,0
4058,E0,2014,4,1,1.35,6.4,14,7,9,0,0,0,0,1,-1,-1,0,0,7,-1,0,0
4059,I1,2014,2,1,2,3.52,5.3,22,6,-5,2,0,-1,0,6,0,0,1,14,0,-1,0
4060,F1,2014,0,1,3.5,3.24,2.46,-9,1,3,0,0,0,-1,-3,4,-1,0,-5,4,0,0
4061,D1,2014,1,0,1.25,8,15.18,8,7,-3,-2,0,0,0,3,1,0,1,6,1,0,0
4062,E0,2014,4,0,1.65,4.4,7.3,9,5,0,-1,0,0,0,0,-3,0,0,5,-3,0,1
4063,F1,2014,2,2,8.8,4.7,1.55,3,6,-2,0,0,0,0,2,3,0,0,-2,3,0,0
4064,I1,2014,2,1,2.42,3.4,3.5,-13,-12,8,2,0,0,0,-7,-2,1,0,-8,-2,0,0
4065,I1,2014,3,3,4.05,3.7,2.15,12,9,-4,1,0,-1,0,3,5,0,1,3,5,-1,0
4066,I1,2014,1,2,2.55,3.26,3.3,5,3,-6,2,0,0,0,7,1,-1,-2,3,1,0,0
4067,I1,2014,2,1,2.24,3.37,4.1,-6,2,-5,-3,0,0,0,4,1,-1,0,-7,1,0,0
4068,E0,2014,0,2,4.4,3.6,2.07,2,-2,0,-1,0,0,0,-1,1,0,0,0,1,0,0
4069,SP1,2014,0,2,2.3,3.5,3.74,-4,7,7,3,0,0,0,-7,2,1,0,-7,2,1,-1
4070,F1,2014,3,2,1.67,3.95,6.69,7,0,7,1,0,0,0,-7,-2,1,0,8,-2,0,0
4071,SP1,2014,0,1,2.14,3.79,3.75,-11,1,6,-3,0,0,0,-7,5,1,0,-4,5,-1,0
4072,SP1,2014,2,2,2.97,3.55,2.7,-5,1,-4,-1,0,0,1,2,0,-1,0,-2,0,0,0
4073,I1,2014,2,1,3.1,3.34,2.8,-2,5,-10,-2,0,0,0,10,3,0,0,1,3,0,0
4074,I1,2014,3,2,2.47,3.55,3.4,1,3,0,-7,0,0,0,3,0,0,2,0,0,0,0
4075,F1,2014,1,1,2.22,3.52,3.98,8,0,0,1,0,0,3,0,0,1,0,1,0,1,0
4076,SP1,2014,1,2,2,3.55,4.65,7,-1,13,0,0,0,0,-13,1,1,0,5,1,-1,0
4077,D1,2014,1,2,2.45,3.5,3.28,-1,1,5,-1,0,0,0,-6,3,-1,0,-1,3,0,0
4078,I1,2014,4,2,4.4,3.54,2.15,-6,-1,-14,-3,0,0,0,14,1,0,0,-4,1,0,0
4079,D1,2014,3,3,2.45,3.75,3.38,12,10,4,-1,0,-1,-2,-4,2,1,0,8,2,-1,-1
4080,SP1,2014,0,1,2.1,3.55,4.13,9,5,-3,1,0,0,0,2,1,-2,0,7,1,0,0
4081,E0,2014,1,4,2.94,3.4,2.8,5,-1,-3,-1,0,0,0,3,1,0,0,1,1,0,0
4082,SP1,2014,2,0,2.65,3.4,3,13,4,2,1,0,0,0,1,5,1,0,10,5,-1,0
4083,D1,2014,1,1,1.77,4.1,5.4,3,-2,-2,1,0,0,0,4,1,0,1,2,1,0,0
4084,SP1,2014,0,3,2.15,3.67,4.01,8,7,-17,0,0,0,0,17,-1,-2,0,2,-1,0,0
4085,F1,2014,0,1,2.8,3.18,3.13,-5,4,-8,-2,0,0,0,8,1,0,0,-6,1,1,0
4086,D1,2014,3,0,1.73,4.2,5.9,11,1,-3,-1,0,0,0,2,3,-2,0,13,3,0,0
4087,E0,2014,0,2,14,6.1,1.35,3,0,2,0,0,-1,0,-2,0,0,0,0,0,-1,0
4088,I1,2014,4,2,1.56,4.6,7.4,13,8,-3,0,0,0,0,0,2,0,0,12,2,0,1
4089,E0,2014,2,0,1.65,4.3,6.5,18,7,3,-2,0,0,-1,-2,1,0,0,15,1,0,0
4090,D1,2014,1,3,4.9,4.1,1.9,2,0,1,2,0,0,0,0,0,0,1,-2,0,0,0
4091,F1,2014,0,1,2.06,3.6,4.6,5,3,-2,-2,0,0,-1,1,4,0,0,5,4,0,0
4092,F1,2014,0,5,2.05,3.4,4.8,2,2,-5,0,0,0,0,6,0,2,0,5,0,0,0
4093,E0,2014,0,2,3.55,3.5,2.35,-1,2,7,-2,0,0,-1,-7,-1,0,0,-3,-1,0,0
4094,E0,2014,0,0,2.2,3.55,4.23,24,10,-1,0,0,0,0,0,-1,0,0,18,-1,0,0
4095,SP1,2014,0,1,2.1,3.45,4.4,-4,1,0,-1,0,0,0,-3,1,1,0,0,1,0,0
4096,D1,2014,2,1,1.7,4.33,5.8,13,5,-2,-2,0,0,0,2,3,0,0,9,3,0,0
4097,F1,2014,2,1,1.7,4.14,6.8,4,6,2,-2,0,0,0,0,2,-1,0,5,2,0,0
4098,I1,2014,1,0,2.46,3.25,3.55,7,-2,0,2,0,-1,0,0,-4,4,0,5,-4,-1,0
4099,D1,2014,1,4,2.23,3.7,3.7,1,7,7,3,0,1,0,-9,-5,-1,1,2,-5,2,0
4100,SP1,2014,2,1,1.8,4.55,4.9,2,1,5,-3,0,0,0,-6,2,-2,0,2,2,0,0
4101,F1,2014,2,3,1.68,3.85,7.02,9,3,1,2,0,0,0,0,2,-1,0,8,2,0,0
4102,E0,2014,3,2,1.37,5.89,11.53,9,9,-10,-4,0,0,0,10,2,0,0,9,2,0,0
4103,SP1,2014,3,0,3.28,3.4,3,-14,-8,-8,-3,0,0,0,8,1,0,1,-12,1,0,0
4104,D1,2014,3,2,1.13,12,31.95,3,0,-2,-1,0,0,0,3,1,0,0,1,1,0,0
4105,F1,2014,1,0,2.55,3.3,3.35,-4,1,-3,-3,0,1,0,3,1,-1,0,-1,1,0,0
4106,D1,2014,2,0,1.67,4.2,6.2,3,-8,9,-1,0,0,0,-7,2,0,0,6,2,0,0
4107,SP1,2014,0,5,1.97,3.75,4.75,-9,-1,2,2,0,0,0,-2,2,1,0,-6,2,0,0
4108,E0,2014,4,1,1.45,5.3,8.5,2,-6,-1,-2,0,0,0,1,1,0,0,1,1,0,0
4109,F1,2014,2,1,1.85,3.65,6.25,3,1,8,0,0,0,-1,-7,1,1,0,5,1,0,0
4110,D1,2014,0,3,2.86,3.65,2.65,-8,0,1,1,0,0,0,-2,1,0,0,-3,1,0,0
4111,I1,2014,0,1,3.4,3.45,2.5,-3,-4,3,-1,0,0,0,-2,3,1,0,-6,3,-1,0
4112,I1,2014,0,0,2.26,3.45,3.85,2,3,6,-1,0,0,0,-5,0,0,0,1,0,0,0
