id_odsp,league,season,fthg,ftag,odd_h,odd_d,odd_a
fXtNGQh6/,SP1,2014,1,0,2.5,3.4,3.3
GzaFDK12/,I1,2014,3,3,1.42,5.3,10.48
jazWE4NI/,SP1,2014,2,4,10,5.7,1.42
jZQM7UDq/,I1,2014,1,0,1.85,3.65,5.9
l8F2QATC/,D1,2014,0,0,1.92,3.84,4.85
llcNBbWE/,I1,2014,1,2,4,3.4,2.2
MJrFInOg/,SP1,2014,1,5,3.7,3.45,2.3
nZFQAIoL/,I1,2014,1,3,7.6,4.15,1.7
ppQCrhqs/,D1,2014,0,3,2.76,3.75,2.66
Uc5V9x1R/,I1,2014,3,1,2.65,3.25,3.25
W6ic5d9r/,I1,2014,1,0,2.07,3.4,4.5
8zoRFp8C/,SP1,2014,4,0,1.57,4.5,7.4
AZ393uos/,E0,2014,2,0,1.77,4,5.75
IsCs8LxQ/,E0,2014,2,0,1.27,7.6,19
KKivxQHI/,E0,2014,1,0,2.63,3.2,3.35
xxMhemIt/,E0,2014,2,2,4.5,3.7,2.07
YNerypXO/,E0,2014,4,0,1.85,3.98,5
zTZQaT9P/,E0,2014,0,0,2.75,3.45,2.96
6BQdf7Xn/,E0,2014,1,0,2.13,3.62,4.2
EwPK9Leq/,F1,2014,2,1,1.66,3.95,7.05
IcOKtWDg/,D1,2014,1,2,13,6.6,1.32
p2P0gRng/,E0,2014,0,0,1.22,8.5,19
Qchzw62C/,E0,2014,4,3,2.73,3.3,3.08
SQE5ho2a/,E0,2014,1,5,4.45,4,1.97
6Jt7hTC5/,D1,2014,1,2,13,6.6,1.33
A37jJmVO/,F1,2014,2,0,1.3,6.88,17
tUblXowm/,SP1,2014,1,2,2.28,3.55,3.64
0td14GOl/,I1,2014,1,0,3.35,3.35,2.48
2obO0i5P/,D1,2014,3,1,3.1,3.74,2.55
4pkwOBGg/,F1,2014,3,2,2.38,3.25,3.7
Aimbfkrg/,D1,2014,3,1,1.67,4.39,6.5
b5kz8Q1n/,E0,2014,2,1,8.9,4.75,1.57
CAhoMko6/,F1,2014,2,2,3.8,3.3,2.29
CEGHkqnI/,E0,2014,0,3,3.67,3.55,2.25
d0BLVgJu/,SP1,2014,2,3,1.15,10.5,26
hfJY4mFa/,I1,2014,0,2,2.96,3.2,3
hGGXwUcC/,D1,2014,2,1,2.06,3.87,4
ImgsNVVa/,F1,2014,1,1,1.66,3.9,7.17
IZgDRs7O/,SP1,2014,0,0,2.45,3.55,3.3
lQ2D2a0m/,E0,2014,2,1,2.24,3.45,3.85
MkLywlDI/,D1,2014,2,1,1.57,5,7.6
Msy9yVpg/,F1,2014,1,0,2.91,3.2,2.88
O6eYsX7P/,F1,2014,2,4,3.25,3.2,2.85
p2oW86nt/,E0,2014,0,3,2.04,3.5,4.6
rix5xBVn/,F1,2014,3,0,1.57,4.2,8.2
Sp10UqN5/,SP1,2014,0,0,2.07,3.5,4.5
U9cHQ1MU/,SP1,2014,3,2,3.16,3.55,2.52
UkBMl31O/,E0,2014,1,1,4,3.55,2.21
viFU5Tag/,I1,2014,1,1,1.7,4.33,7
W0lfeVSn/,D1,2014,2,0,1.88,3.75,4.98
WlhI1JFg/,E0,2014,2,0,2.88,3.4,2.82
xvkjdBDt/,D1,2014,3,0,2.02,4.2,4.26
YNHDjPWB/,E0,2014,2,1,1.63,4.2,7.5
0Sn0wiGt/,F1,2014,2,0,3.2,3.3,2.63
0ttBimSB/,D1,2014,1,3,1.98,3.75,4.85
b59qYRNt/,SP1,2014,2,0,2.42,3.6,3.4
EPHTvAr6/,D1,2014,5,0,1.15,10,23.75
fX2hW5hg/,SP1,2014,1,1,5.8,4.45,1.67
j1ikL90C/,F1,2014,2,2,1.87,3.75,5.4
l2xdQco8/,I1,2014,3,3,1.93,3.69,5.2
MepA2fg1/,I1,2014,3,1,1.42,5.2,10.5
OCf9SNiI/,SP1,2014,4,0,1.35,6,11.42
pMe5T3xC/,SP1,2014,1,0,2.05,3.45,4.98
Shy0PH0E/,I1,2014,3,0,4.7,3.7,2
tUvu7pHh/,E0,2014,1,1,6.2,4.35,1.68
v1I9i5H5/,E0,2014,2,0,1.27,7,19
vXf53zve/,I1,2014,1,2,2.45,3.55,3.5
WC8nKTFI/,F1,2014,1,0,3.74,3.2,2.52
zalE1E87/,I1,2014,0,2,3.32,3.2,2.68
8tAQmNGU/,E0,2014,0,1,2.15,3.6,4.1
lf2dVP7a/,SP1,2014,3,1,1.45,4.9,9.4
pUFQ69pm/,I1,2014,0,1,3.17,3.2,2.9
4QETTXmh/,SP1,2014,1,0,1.84,3.75,5.4
EqpFj7sI/,D1,2014,0,1,2.95,3.55,2.73
GIFoklFh/,F1,2014,0,0,3,3.2,2.85
0t2t7SRb/,D1,2014,1,1,3.16,3.65,2.5
4E8X8lcn/,D1,2014,1,5,9.4,5.9,1.41
4vnTW6aO/,F1,2014,3,0,1.65,4.15,7.2
AHnPXnpI/,F1,2014,2,0,1.42,5,10.5
bowDh6Jd/,E0,2014,0,2,2.44,3.35,3.55
Cd5lP92N/,SP1,2014,2,0,10.5,5.3,1.46
CWTLYSUB/,F1,2014,1,2,1.97,3.51,5.4
Eehn5Oo5/,E0,2014,3,0,1.28,7.3,17
hnij4r1B/,E0,2014,3,1,2.68,3.3,3.1
jHuDzk0a/,F1,2014,3,1,3.2,3.3,2.66
K07WqEFd/,E0,2014,2,2,1.61,4.3,7.8
KKwq64Wb/,E0,2014,0,2,2.17,3.45,4.1
nwbx88Ch/,D1,2014,0,2,14.4,7,1.33
OvkYPliP/,I1,2014,3,0,1.9,3.5,5.4
QN9T9Ust/,D1,2014,3,0,1.95,3.8,4.65
Qu3xSBI4/,SP1,2014,4,2,1.39,6.5,12.09
r5HwiApt/,F1,2014,1,1,1.67,4.15,7.2
rPeM0wVa/,E0,2014,3,0,2.03,3.65,4.8
tA8Spf0j/,E0,2014,0,0,9.2,5.6,1.46
tSNCJmQp/,SP1,2014,4,1,2.47,3.5,3.35
ULJkl8Ub/,F1,2014,2,1,2.33,3.28,4
Wpv8JnUh/,I1,2014,3,1,2.15,3.6,4
Yg0l56dB/,D1,2014,0,3,2.75,3.6,2.88
YycbUuCM/,D1,2014,3,0,1.71,4.1,6
zBte32GH/,E0,2014,5,1,2.34,3.68,3.5
ziAPUDYo/,SP1,2014,5,0,1.57,4.75,7
zJ8w47U5/,I1,2014,2,0,1.63,4.25,7.4
bXu0L8at/,I1,2014,0,1,2.45,3.3,3.55
d8ZJkRdO/,D1,2014,1,4,2.65,3.5,3.04
E97s3RqC/,I1,2014,1,2,1.69,3.88,7
fVBfrX2o/,SP1,2014,1,4,6.5,4.95,1.62
hfu4KSEn/,I1,2014,2,2,12,5.2,1.42
KYhfVLdG/,D1,2014,2,0,1.7,4.45,5.6
lMYCI6qa/,I1,2014,0,0,4.75,3.5,2.02
MeGsjUan/,F1,2014,1,2,2.99,3.2,2.88
MZAk15EO/,I1,2014,0,0,1.57,4.4,8.2
nm9Oozop/,E0,2014,2,2,1.22,9.6,20.15
rqCo2oaI/,I1,2014,1,0,2.15,3.3,4.6
rVpXVQEU/,F1,2014,1,1,3.8,3.35,2.38
SCXGHQb5/,I1,2014,1,0,1.4,5.5,11.26
vJyoOTHT/,SP1,2014,0,0,1.57,4.6,7.45
vq7tRVXA/,SP1,2014,2,0,2.27,3.4,4.1
xxxHiQY2/,E0,2014,1,0,2.29,3.5,3.7
Y56pQkmH/,SP1,2014,2,2,2.34,3.3,4.05
rHDXSi3b/,SP1,2014,0,0,3.45,3.55,2.48
4lTXmrYR/,E0,2014,2,0,2.29,3.45,3.7
QcUTlOIL/,E0,2014,1,1,8,4.65,1.56
rV0UPXos/,F1,2014,1,3,1.86,3.7,5.8
rZvPk43F/,E0,2014,0,1,3.05,3.4,2.77
xneQacp6/,E0,2014,0,0,2.82,3.45,2.85
GxfUbHaC/,E0,2014,1,1,2.87,3.2,3
WbDCt0Q1/,E0,2014,0,4,3.2,3.5,2.61
WbyLjpl9/,E0,2014,0,0,2.49,3.4,3.4
zXJ3rMek/,E0,2014,2,3,9,5.6,1.46
dxmwu4io/,F1,2014,3,0,1.24,8.3,20.06
fHtJKodb/,D1,2014,2,0,2.16,3.6,3.85
MZWKGpEB/,I1,2014,1,0,1.44,5.4,11.37
xE7Fw9HG/,SP1,2014,0,0,2.37,3.4,3.75
2aNeJvW1/,SP1,2014,6,0,1.15,19.19,56
AuyL3mUo/,F1,2014,1,0,3.13,3.15,2.8
b172o6EH/,F1,2014,1,3,2.12,3.45,4.2
Cp9fmSq5/,F1,2014,0,2,5.3,3.65,1.87
I1QTEOrO/,I1,2014,1,2,2.2,3.5,4.2
IBLqMtnq/,SP1,2014,3,0,1.26,8,21.74
jVfg4QBH/,D1,2014,4,0,1.36,6.7,13
KGeBqpqU/,F1,2014,0,0,2.35,3.28,3.8
lWZO27qh/,F1,2014,2,2,3.1,3.25,2.84
niwBM7Ro/,D1,2014,1,1,3.85,3.7,2.2
Org124tU/,D1,2014,1,2,3.05,3.64,3.6
pbTX0oE4/,F1,2014,1,0,2.85,3.25,3.05
QsxFLRth/,D1,2014,4,1,2.13,3.85,3.95
ULgc3pRN/,D1,2014,4,0,1.16,14,39
Um47uVn4/,SP1,2014,0,2,1.7,4.2,6.2
UoPmL01k/,SP1,2014,1,0,2.25,3.41,3.9
UZYVHqtH/,D1,2014,4,2,2.92,3.55,2.7
67UT1Rbb/,F1,2014,1,1,2.2,3.45,4
8p8kWPDb/,I1,2014,3,0,1.41,5.4,11
8YFbsiIi/,SP1,2014,1,0,2.45,3.4,3.5
bN8Bvk2A/,SP1,2014,0,3,16,7.2,1.36
CIEtYoqn/,I1,2014,0,2,7.2,4.37,1.67
dhPXDrbU/,I1,2014,3,1,4.02,3.45,2.33
fs4oX5bh/,I1,2014,0,4,3,3.25,2.85
jc53tBXc/,SP1,2014,1,2,1.72,4,6.3
jy8bnnaB/,F1,2014,2,2,3.8,3.3,2.32
MVda0HAq/,D1,2014,1,2,2.47,3.54,3.35
tb6cU3rB/,I1,2014,3,3,3.19,3.25,2.76
vH6vrO82/,SP1,2014,0,0,2.16,3.8,3.85
xh66pQTN/,F1,2014,3,1,1.42,4.9,10.5
Y7uNJ5B4/,D1,2014,0,1,1.87,3.98,5.42
YRFxZRTu/,I1,2014,1,2,1.87,3.6,5.4
zwyPF4TH/,I1,2014,3,1,1.21,8.6,25
277gVqT4/,I1,2014,1,3,2.75,3.25,3.17
O8OiKKGe/,SP1,2014,0,1,2.75,3.65,3
0Me3ayQk/,D1,2014,0,0,1.89,3.84,4.95
dMrVXwoe/,SP1,2014,1,1,2.25,3.3,4
I9nMvec2/,F1,2014,3,2,1.51,5.5,13.41
44He3NXE/,E0,2014,0,2,7,4.35,1.67
8bFEpooL/,F1,2014,2,2,1.85,3.55,5.73
8dbevt8R/,SP1,2014,1,1,2.07,3.85,5.79
A5pNZaGr/,SP1,2014,3,0,1.17,15,36
d2dzduQl/,E0,2014,1,1,1.81,3.9,5.5
f1WWr3c4/,I1,2014,0,1,8,4.3,1.63
hlxvWHF7/,SP1,2014,3,1,9.2,5.8,1.56
jeWuaPrH/,F1,2014,2,1,1.84,3.8,6.5
MiYZCffk/,D1,2014,3,0,8.8,5.7,1.45
MsD2mm12/,F1,2014,2,0,1.5,4.8,12
Oh0b43I8/,E0,2014,1,0,1.65,4.2,8
p21f5q32/,E0,2014,4,1,1.38,5.5,11
reGa2smL/,E0,2014,1,0,1.23,9,20
tYC0beud/,D1,2014,2,2,2.04,3.9,4.2
UggeKx2F/,D1,2014,3,1,2.5,3.51,3.32
vJmIuyrd/,F1,2014,1,0,1.86,3.75,6
vLSy05TA/,F1,2014,0,2,3.7,3.33,2.6
voYZWc01/,SP1,2014,0,0,2.75,3.3,3.1
vTrVDzuq/,D1,2014,2,4,3.55,3.45,2.4
WhpAscDq/,F1,2014,1,0,2.18,3.25,4.3
xKd3IGWR/,D1,2014,2,1,1.75,4.2,6.7
YDlZcyFI/,E0,2014,0,4,3.13,3.3,2.95
YRanMbX2/,D1,2014,1,2,2.98,3.44,2.75
zgeveaue/,E0,2014,3,1,3.82,3.46,2.5
6iQLf1h8/,SP1,2014,0,1,3.46,3.84,2.3
AqqEtHSk/,F1,2014,0,0,2.25,3.3,3.92
AwC2t9qo/,E0,2014,4,3,1.4,6.6,13
bZ02TNcH/,I1,2014,1,1,1.88,3.5,5.5
CU4nt2wF/,SP1,2014,0,2,3.74,3.6,2.28
Ew7VdLAr/,E0,2014,1,0,4.15,3.75,2.1
GAXSqqrb/,I1,2014,0,2,3.6,3.35,2.47
I75rsrO8/,SP1,2014,2,1,1.52,4.6,7.8
IVqRYJVl/,SP1,2014,3,0,9,4.25,1.63
jTPussSG/,I1,2014,1,0,1.33,6.5,14
nV3jLIn9/,D1,2014,0,4,13,7.1,1.33
nyTOpPSi/,I1,2014,2,3,2.76,3.32,3.2
U7GAoRVE/,F1,2014,2,4,7.9,4.6,1.56
WnaAR1ST/,I1,2014,2,0,2.46,3.3,3.65
xIF3112R/,E0,2014,1,0,2.2,3.65,4.35
xQa6SsDN/,I1,2014,1,1,1.52,4.63,9.7
xQLyrNCA/,I1,2014,3,2,1.49,4.5,10.5
YRyvCE9e/,D1,2014,0,0,1.79,4.12,5
zoH6n7G8/,F1,2014,0,3,2.38,3.3,3.9
6ujxNLzo/,I1,2014,2,2,2.85,3.3,3.25
8pUKo5Do/,I1,2014,1,1,1.41,6,14
QX8juMhL/,SP1,2014,1,2,3.1,3.3,3.3
U7vHZ8F5/,F1,2014,3,2,2.2,3.48,4.95
p8jR6vkD/,D1,2014,0,0,1.64,4.15,6.8
prPPgL7E/,SP1,2014,4,0,1.4,5.3,10.51
xUXxuP8r/,F1,2014,2,0,2.5,3.2,3.9
61RCZbKj/,I1,2014,0,0,1.73,3.98,5.9
6uznAhv8/,D1,2014,3,0,1.28,7.6,13
AkbE9t5f/,D1,2014,1,1,4.55,3.8,2.09
bk50mJpr/,SP1,2014,1,0,2.66,3.45,3.05
dGy9Avur/,E0,2014,1,0,5.6,3.84,1.8
fPIy0Qp8/,F1,2014,3,1,2.55,3.3,3.44
GEqBAMkl/,D1,2014,1,1,1.85,3.94,5.2
GMgtFKWQ/,E0,2014,0,3,4.05,3.8,2.1
Gv7pb4FK/,F1,2014,2,0,2.78,3.11,3.2
IkCCpHU0/,SP1,2014,1,1,1.93,3.6,5
Iw4zHOCK/,D1,2014,1,0,2.98,3.68,2.66
OG4WH4cE/,D1,2014,0,1,1.83,3.95,5.25
pOxVHMn8/,E0,2014,1,3,9,4.9,1.5
pQ5SIpr8/,D1,2014,5,1,1.18,8.8,23
r9eYGt2E/,E0,2014,1,4,2.37,3.42,3.6
rJbngwA7/,E0,2014,1,0,1.53,4.6,8
SEAlcOUQ/,F1,2014,2,0,3.65,3.34,2.4
SIQkxNh1/,F1,2014,0,2,3.15,3.25,2.7
tAIYiaxR/,SP1,2014,0,0,2.91,3.31,2.9
vaD8ocFf/,SP1,2014,2,0,2.54,3.29,3.46
WjXtvqOl/,F1,2014,1,1,1.69,3.95,6.2
YFHuap0E/,F1,2014,0,2,2.22,3.25,4.3
0MZvwYQr/,I1,2014,3,0,2.76,3.25,3.28
2JJUhuNK/,SP1,2014,1,1,1.45,5.3,8.75
4SarfJf1/,E0,2014,4,1,2.3,3.45,3.7
69Pgys87/,F1,2014,2,0,1.36,5.8,12
dzO3nw0l/,SP1,2014,2,2,3.75,3.55,2.4
fN77etsA/,I1,2014,0,1,4.1,3.54,2.14
GW83dMR3/,I1,2014,1,1,5.7,3.89,1.78
K4Ffbrci/,I1,2014,0,2,4.05,3.5,2.2
ltcI80K0/,D1,2014,2,1,2.42,3.62,3.5
nPGGqyp7/,SP1,2014,4,1,1.06,26,67
OdCBf0dG/,I1,2014,0,2,1.98,3.42,4.9
Ot0p5hMo/,E0,2014,1,1,1.82,3.76,5.4
OtOmuLdT/,I1,2014,2,0,2.25,3.3,4.1
pfyow3we/,F1,2014,0,0,2.46,3.34,3.6
pjPqt1sN/,I1,2014,0,0,2.12,3.5,4.22
QFFKreaD/,SP1,2014,1,0,1.93,4,4.52
SAS8zu5p/,I1,2014,2,1,2.22,3.25,4.2
SKg37vxE/,SP1,2014,1,0,3.34,3.8,2.3
xOp7B2zr/,D1,2014,6,2,2.56,3.7,2.94
xp4l4Cyh/,E0,2014,1,0,1.37,5.7,12
Y7Jbc2Cc/,I1,2014,0,1,2.08,3.45,4.55
zLoBq50R/,F1,2014,2,3,6.4,3.78,2.75
SxgylKiD/,F1,2014,0,1,1.59,4.2,7.8
2qNiNaZg/,D1,2014,1,6,12,6.7,1.32
8YVNBNqK/,F1,2014,2,2,1.81,3.8,5.9
AqFFTJoK/,E0,2014,1,1,2.35,3.3,3.81
bahc2j64/,E0,2014,3,1,2.4,3.54,3.5
bBv9VNRD/,D1,2014,4,0,2.13,4,3.8
ddavaGqf/,SP1,2014,0,2,4.65,3.55,2.01
fwYHT1dQ/,D1,2014,2,2,1.83,3.9,5.35
GbVRAsaQ/,F1,2014,3,2,1.8,3.65,6.06
h84KSw1Q/,E0,2014,0,3,5,3.8,1.89
I7Hg617s/,F1,2014,2,1,2.66,3.2,3.55
j9JmOuKm/,D1,2014,1,1,3.58,3.6,2.42
nohidETC/,SP1,2014,1,0,17.78,7.8,1.25
OENodDXK/,I1,2014,1,0,3.06,3.4,2.65
p8CdMJl0/,D1,2014,0,2,2.02,3.9,4.1
pfcGhrwr/,F1,2014,0,3,11,5.3,1.41
rXwL7xP0/,E0,2014,0,1,3.85,3.5,2.22
tMjPjM7f/,F1,2014,0,1,2.08,3.4,5.02
tWsmyCee/,I1,2014,1,1,2.32,3.25,3.9
UsXJC3UD/,F1,2014,2,1,1.34,6,12.5
UTZG8I9f/,E0,2014,4,0,1.61,4.4,7.75
x2wDUssK/,D1,2014,1,2,2.33,3.6,3.6
xfqw1xFs/,SP1,2014,2,0,1.96,3.75,5.03
YThir1BJ/,D1,2014,1,1,2.92,3.55,2.72
zocB5I6Q/,SP1,2014,2,0,3.5,3.5,2.36
EqteZkQ7/,I1,2014,2,1,2.34,3.15,3.95
EZlXl0x7/,F1,2014,1,0,2.9,3.35,2.78
I50z0dUm/,SP1,2014,3,1,1.78,5.9,6.2
j1PwbZ28/,I1,2014,2,0,1.7,4.2,6.16
jJbrbza0/,SP1,2014,3,0,1.09,17,42.68
KCkTktN0/,F1,2014,2,0,2.14,3.3,4.7
Mk3MkBAl/,I1,2014,1,0,1.65,4.2,6.8
ObB0Lw46/,D1,2014,0,1,8.6,5.4,1.46
OpdKi2hl/,F1,2014,1,2,2.6,3.1,3.45
QyieeYrJ/,SP1,2014,1,3,3.9,3.7,2.16
ra4Ijier/,I1,2014,0,0,2.2,3.3,4.2
roPqxhtk/,I1,2014,0,1,1.7,3.9,6.4
tOc76biK/,SP1,2014,1,1,2.3,3.74,3.54
UiOscgIE/,I1,2014,4,2,1.85,3.55,5.6
WOE8JHYI/,D1,2014,1,1,2.44,3.4,3.5
xIRkeXnR/,I1,2014,1,0,2.45,3.45,3.5
zgsizWA1/,I1,2014,1,0,1.42,5.16,10
4M2ncfE6/,SP1,2014,0,2,2.51,3.3,3.45
EipwKHLJ/,SP1,2014,2,3,1.51,5,7.5
bPL9Eeqs/,SP1,2014,3,3,2.29,3.34,3.9
dScWYdY5/,D1,2014,1,2,2.46,3.65,3.2
f394O0TP/,F1,2014,1,1,3.65,3.35,2.38
0lIQADr6/,SP1,2014,0,1,13,6.8,1.31
0pnXJKys/,F1,2014,2,3,2.49,3.4,3.3
0W6b5LMm/,F1,2014,1,2,3.4,3.3,2.52
25bSZxJa/,D1,2014,2,4,2.33,3.75,3.35
2sffMyvf/,E0,2014,1,0,2.92,3.64,2.75
46jBIgwJ/,E0,2014,3,1,2.35,3.4,3.7
4CqNxuZt/,D1,2014,2,1,1.24,8.47,15.17
4MOHCZDg/,SP1,2014,1,0,1.38,5.5,12
4pgJQjVu/,E0,2014,0,0,2.26,3.37,3.94
4YfwnT9D/,I1,2014,0,2,4.1,3.7,2.18
6Pi11ALA/,E0,2014,2,1,1.35,5.7,12
8dA63ai0/,F1,2014,0,0,1.6,4.05,8.6
dQ6fwCPi/,D1,2014,0,3,2.1,3.6,4.75
EZA24uxf/,F1,2014,0,1,2.29,3.4,3.88
hWn7JZNC/,E0,2014,4,2,1.6,4.25,7.6
KIlaLeg0/,E0,2014,0,2,6.7,4.55,1.59
nXdesLQP/,D1,2014,1,2,1.53,4.9,7.8
OEaOzJ3g/,D1,2014,1,1,2.83,3.6,2.96
OjejNHOm/,E0,2014,1,0,7.9,4.6,1.55
pGj50UzH/,E0,2014,1,2,2.01,3.58,4.8
pvq2iPso/,SP1,2014,3,1,1.84,3.98,5.34
rDNLBgTa/,SP1,2014,0,1,2.72,3.35,3.15
rF2J0cyJ/,F1,2014,2,0,2.39,3.3,3.94
UJE8F8Xp/,D1,2014,1,1,4,3.7,2.18
vyoyJvim/,F1,2014,2,0,2.7,3.44,3
4O3F1wMC/,F1,2014,1,1,2,3.36,5.1
861Umku1/,I1,2014,3,1,2.64,3.27,3.25
AaPDDFbm/,SP1,2014,0,0,2.7,3.41,3
AV1zYGmC/,D1,2014,2,1,2.2,3.6,3.82
AZNa3Uvl/,I1,2014,3,0,2.58,3.23,3.45
b9m3KF86/,E0,2014,0,3,2.58,3.65,3
dIj1PtEJ/,F1,2014,2,0,1.39,5.5,11
dSsP9W1K/,I1,2014,0,2,3.25,3.3,2.57
GCOe4APs/,I1,2014,2,4,1.81,3.8,5.5
IyqLACnE/,I1,2014,0,1,8.2,4.7,1.56
IZ7jvhAo/,D1,2014,1,4,2.06,3.6,4.41
jVjZn9f7/,I1,2014,3,1,1.62,4.1,7.57
nm9A2J66/,F1,2014,2,3,2.89,3.3,3.13
nqNpG8Ko/,SP1,2014,1,0,2.22,3.7,3.74
ryhNPApn/,E0,2014,0,1,8.5,4.85,2.33
UF2QlVPf/,I1,2014,2,1,2.34,3.32,3.78
vuHU9XcC/,SP1,2014,7,0,1.07,20,56
Y1GY8iDI/,SP1,2014,4,1,1.43,5.2,10.08
E3xU8jHQ/,I1,2014,0,1,3.9,3.6,2.25
hrqsJyyQ/,SP1,2014,1,1,2.26,3.55,3.75
M9R32lff/,I1,2014,3,2,1.43,5.1,10.5
Igzxjk9c/,D1,2014,3,1,2.25,3.8,3.54
ljS8A4lN/,SP1,2014,0,2,2.09,3.5,4.21
rTshFdjC/,F1,2014,0,1,9,5,1.49
0OCCIVd4/,F1,2014,2,3,1.53,4.7,9
4AYqlTwA/,D1,2014,0,2,12.45,7,1.29
8AkuIb6g/,F1,2014,2,0,2.28,3.29,4
b1ZeD644/,SP1,2014,1,0,1.93,3.61,5.53
E7A0LXCo/,F1,2014,2,1,2.94,3.98,6.5
fTS4BpZG/,SP1,2014,0,0,1.61,4.05,8.24
j1eVNlFb/,E0,2014,6,0,1.93,3.8,5.1
KAzhEnkb/,SP1,2014,1,0,1.35,6.1,12
KtmnK6EN/,E0,2014,2,0,2.4,3.36,3.55
lC5AEpxo/,E0,2014,0,2,4.9,4.02,1.85
n1lqHILa/,F1,2014,1,1,2.08,3.41,5.2
nL88JBsb/,F1,2014,1,1,1.75,3.78,6.2
nR7q42Rj/,SP1,2014,1,1,2.5,3.5,3.18
nTlvMSqB/,E0,2014,5,0,1.17,11.28,26
OfgoTR1p/,D1,2014,0,3,5.9,4.8,1.63
OxlZHTgs/,I1,2014,3,1,1.74,3.85,6.56
SO7FYmvN/,D1,2014,1,0,2.02,3.99,4.25
SvtAaljN/,E0,2014,3,6,12,6.2,1.38
tjlrLnaH/,E0,2014,1,0,2.06,3.45,4.6
trpEb85T/,E0,2014,3,2,1.8,3.8,5.9
UkJZF7Og/,I1,2014,0,2,7.3,3.94,1.67
vkdaxWvb/,D1,2014,3,1,1.52,4.95,7.8
WdE6zA9A/,D1,2014,3,0,2.18,3.6,4
xbckSoHj/,D1,2014,1,1,2.43,3.45,3.35
xjsdEG5I/,F1,2014,0,1,1.74,3.84,6.6
YPpzN8U4/,E0,2014,2,0,2.3,3.34,3.8
2TnwHm9m/,I1,2014,1,1,2.58,3.4,3.15
4YG81890/,I1,2014,1,2,1.52,4.65,9.3
6c17M9oQ/,I1,2014,0,1,9,4.8,1.46
8tIwFRw0/,I1,2014,1,0,1.63,4.05,7.6
8z9u5rCp/,SP1,2014,1,2,3.15,3.5,2.81
AmDAZTOG/,D1,2014,2,3,1.76,4.85,5.8
CAdROUah/,E0,2014,1,4,2.25,3.3,4.1
CbKGanvD/,I1,2014,0,1,1.84,3.8,5.3
EF4Pdlzo/,F1,2014,1,1,2.06,3.42,4.5
hb94KiSi/,F1,2014,3,1,1.6,4.2,8.4
hfc3NkWJ/,I1,2014,5,0,2.08,3.44,4.7
jkJKb6gJ/,I1,2014,1,1,1.68,4.05,7.5
n3JrJQTT/,E0,2014,3,2,2.25,3.6,3.9
QZLlFSZi/,SP1,2014,2,1,2.2,3.55,3.9
rPFC0SO6/,I1,2014,1,0,2.51,3.1,3.7
StRC9O3T/,SP1,2014,3,4,2.1,4,3.7
tQO0CQJA/,SP1,2014,0,2,9.2,5,1.48
UPwlGxy6/,F1,2014,0,1,2.95,3.2,2.94
v3yYjVgi/,D1,2014,2,5,2.66,3.55,2.93
0UeRSo4i/,SP1,2014,4,3,4.15,3.75,2.1
0xlO1n89/,D1,2014,3,1,3.55,3.6,2.34
0xShn78M/,D1,2014,1,3,3.45,3.8,2.28
82iWaQxM/,D1,2014,1,3,16.6,7.6,1.24
fTlzRPY3/,SP1,2014,0,0,4.5,3.75,1.98
G6sHSp8a/,I1,2014,2,1,1.42,5.2,10.5
K8gg3Wjb/,E0,2014,2,2,1.58,4.65,7.2
nZNlmmgG/,D1,2014,0,0,1.48,5.4,7.5
tpinONIM/,SP1,2014,1,2,2.64,3.38,3.1
WhGBUaWD/,E0,2014,0,3,3.45,3.45,2.4
xWfxG0HK/,E0,2014,0,3,7.3,4.95,2.38
0UXII1tp/,SP1,2014,2,1,5.9,4.9,1.64
23HsEog6/,I1,2014,3,0,2.12,3.12,4.82
6weF38wc/,D1,2014,1,1,2.05,3.65,4.3
A9v9U6wm/,I1,2014,2,1,1.42,5.1,9.9
bVAjCPNI/,I1,2014,2,0,3.56,3.25,2.42
d8DOtoWq/,D1,2014,2,0,3.7,3.62,2.3
Eq8Tu5oj/,D1,2014,3,1,1.92,4,4.44
fiXMHLej/,SP1,2014,1,0,1.93,3.7,4.8
G6LoD58C/,I1,2014,1,0,2.1,3.4,4.4
hz7XvP0d/,D1,2014,1,3,2.7,3.55,2.88
MqrDTQhg/,I1,2014,1,2,2.35,3.3,3.9
O8tiNsYS/,SP1,2014,3,0,1.06,23,51
QeTP6dv7/,E0,2014,2,1,1.19,9.5,19
Qy3xzTFP/,I1,2014,0,2,2.34,3.5,3.75
Spk4VnOt/,I1,2014,2,4,4.95,3.85,1.92
UTenOc9s/,E0,2014,2,1,2.45,3.4,3.35
vTnS06NF/,D1,2014,1,0,3.15,3.7,2.54
xM9fBqwP/,I1,2014,2,0,1.98,3.55,4.65
YJmvQqlA/,SP1,2014,1,0,1.25,7.1,19
2ghrP33G/,SP1,2014,1,3,2.78,3.45,2.88
C4aVR5Jc/,SP1,2014,0,1,3.55,3.7,2.32
fctLR4N5/,I1,2014,0,0,1.62,4.05,7.2
YsWQGuBd/,SP1,2014,1,0,1.55,4.7,7.5
YZy2uPmc/,SP1,2014,2,2,4.5,5.7,1.92
0OYsYAdi/,F1,2014,0,1,10.5,5.4,1.42
6wX6gOFk/,D1,2014,2,0,1.99,4,5.1
2FghwUEo/,E0,2014,1,1,4.05,3.88,2.08
