league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1,num of events type 1 for size 2,num of events type 2 for size 2,num of events type 3 for size 2,num of events type 4 for size 2,num of events type 5 for size 2,num of events type 6 for size 2,num of events type 7 for size 2,num of events type 8 for size 2,num of events type 9 for size 2,num of events type 10 for size 2,num of events type 11 for size 2,num of events type 12 for size 2,num of events type 13 for size 2,num of events type 14 for size 2,num of events type 15 for size 2
I1,2014,0,7,5.1,3.8,1.99,7,2,7,3,0,0,3,11,2,0,0,6,2,0,0,24,7,11,1,0,0,3,7,5,2,0,18,5,0,1
SP1,2014,4,1,1.17,12,31,29,8,10,1,0,0,3,14,5,3,0,20,5,0,0,7,5,14,3,0,1,3,10,1,0,1,5,1,1,0
E0,2014,0,1,4.7,3.6,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2014,1,2,2.78,3.5,3.33,22,8,10,3,0,0,3,8,2,0,1,15,2,0,0,9,3,8,1,0,0,3,11,1,0,0,8,1,0,0
I1,2014,1,2,2.48,3.25,3.8,13,1,17,5,0,1,3,19,2,0,0,7,2,1,0,11,5,18,5,0,0,1,17,5,1,1,6,5,0,0
F1,2014,3,3,2.64,3.2,3.57,16,3,9,1,0,0,3,12,2,0,1,13,2,0,0,11,4,12,2,0,0,1,11,1,1,0,7,1,0,0
SP1,2014,0,0,1.78,3.85,5.74,19,5,13,4,0,0,3,11,2,0,0,15,2,0,0,4,3,10,1,0,0,3,13,3,0,0,3,3,0,0
SP1,2014,3,1,2.25,3.65,4,25,8,13,2,0,0,3,12,0,0,0,15,0,0,0,9,8,12,1,0,0,3,14,3,0,0,8,3,0,0
I1,2014,0,0,2.55,3.35,3.85,12,8,19,0,0,0,3,24,1,1,0,9,1,0,0,12,2,26,3,0,0,3,19,2,1,0,6,2,0,0
SP1,2014,0,0,2.95,3.62,2.68,5,2,13,5,0,0,3,13,1,1,0,3,1,0,0,12,6,12,1,0,0,3,13,6,0,0,8,6,0,0
E0,2014,3,1,1.43,5.4,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2014,1,1,1.87,4.2,5.5,18,6,13,1,0,0,3,18,4,2,0,14,4,0,0,15,2,18,3,0,0,3,13,1,0,0,12,1,0,0
I1,2014,2,0,2.15,3.5,4.15,19,8,13,4,0,0,3,15,1,1,1,16,1,0,0,8,3,13,3,0,1,3,12,1,0,0,6,1,1,0
I1,2014,2,1,1.23,8.56,21.01,35,5,16,4,0,0,3,10,1,0,0,31,1,0,0,4,2,10,1,0,0,3,17,1,1,0,3,1,0,0
I1,2014,0,2,3.92,3.4,2.48,15,9,18,3,0,0,3,15,2,0,0,10,2,0,0,11,3,15,1,0,0,3,19,0,0,0,7,0,0,0
D1,2014,1,1,2.26,3.75,3.6,13,4,11,3,0,0,3,12,5,0,1,9,5,0,0,16,6,11,1,0,0,3,11,1,0,0,15,1,0,0
E0,2014,4,1,2.37,3.45,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2014,1,1,2.73,3.55,2.9,8,9,22,2,0,0,2,12,0,0,0,7,0,0,0,8,2,12,4,0,0,3,22,0,0,0,5,0,0,0
SP1,2014,3,2,2.45,3.45,3.35,11,3,16,2,0,0,3,11,1,0,0,7,1,0,0,8,6,11,2,0,0,3,17,3,0,0,5,3,0,0
SP1,2014,2,1,1.25,7.4,20,13,11,10,3,0,0,3,13,4,1,0,12,4,0,0,7,2,12,1,0,0,3,10,0,1,0,5,0,0,0
SP1,2014,1,1,2.3,3.3,3.86,24,7,12,2,0,0,3,9,1,0,1,15,1,0,0,4,0,8,4,0,1,3,12,0,3,0,4,0,1,0
I1,2014,1,0,1.76,3.65,6.2,14,9,10,1,0,0,3,15,2,0,0,10,2,0,0,7,2,14,3,0,0,3,10,2,1,0,6,2,0,0
SP1,2014,4,1,1.17,13,29,22,6,6,0,0,0,3,12,3,0,0,14,3,0,0,9,1,12,1,0,0,3,6,0,0,0,9,0,0,0
SP1,2014,2,0,1.85,3.85,5.2,16,9,10,2,0,0,3,13,2,2,0,14,2,0,0,7,5,13,1,0,0,3,10,7,0,0,5,7,0,0
F1,2014,2,1,2.35,3.3,4.1,12,8,9,1,0,0,3,17,2,0,1,8,2,0,0,11,11,17,1,0,0,3,9,1,0,0,9,1,0,0
F1,2014,3,0,1.65,4.2,7.44,12,4,16,1,0,0,3,11,6,0,0,9,6,0,1,6,2,10,2,0,0,3,14,1,1,0,5,1,0,0
SP1,2014,4,1,1.45,5.6,10,16,4,13,3,0,0,3,15,7,0,1,9,7,0,0,10,2,14,6,0,1,2,14,0,2,0,7,0,2,0
SP1,2014,0,1,3.46,3.6,2.5,13,5,15,4,0,0,3,13,5,3,0,11,5,0,0,14,4,13,2,0,0,3,16,0,2,0,12,0,0,0
F1,2014,1,0,1.97,3.5,4.9,13,6,13,1,0,0,3,16,3,0,0,11,3,0,0,11,3,16,2,0,0,3,13,2,0,0,9,2,0,0
F1,2014,2,1,5.2,3.53,2.1,7,1,17,5,0,0,3,16,4,1,0,4,4,0,0,16,6,17,4,0,0,2,17,0,1,0,10,0,1,0
F1,2014,5,1,1.9,3.68,5.27,14,3,13,2,0,0,3,17,1,1,0,10,1,0,0,15,2,17,4,0,0,3,13,5,0,0,7,5,0,0
I1,2014,3,1,1.7,4.1,7.1,29,8,12,2,0,0,3,11,3,1,0,18,3,0,0,10,3,10,4,0,0,3,12,4,1,0,7,4,1,0
F1,2014,3,0,1.33,6.2,15,19,10,8,1,0,0,3,13,5,1,0,15,5,0,0,12,5,13,1,0,0,3,8,5,1,0,7,5,0,0
I1,2014,1,1,1.17,9.8,29,19,8,10,2,0,0,2,18,4,0,0,14,4,0,0,17,6,17,2,0,0,3,10,3,0,0,12,3,0,0
I1,2014,1,1,3.25,3.3,2.7,10,6,7,2,0,0,3,15,2,0,0,7,2,0,0,20,5,15,4,0,0,3,8,1,0,0,15,1,0,0
I1,2014,0,2,5.3,3.6,2,13,5,13,4,0,0,3,16,0,0,0,5,0,1,0,10,1,15,3,0,0,3,15,3,0,0,8,3,0,0
F1,2014,0,0,1.84,3.55,5.83,20,15,13,1,0,0,3,22,2,0,0,16,2,0,0,8,4,22,2,0,0,3,15,3,1,0,7,3,0,0
I1,2014,3,3,4.4,3.35,2.15,15,5,18,4,0,0,3,13,0,2,0,12,0,0,0,15,9,13,2,0,0,3,19,5,0,0,11,5,0,0
F1,2014,2,0,2.45,3.25,3.95,16,6,10,1,0,0,3,11,3,0,0,15,3,0,0,4,0,11,1,0,0,3,10,0,1,0,3,0,0,0
F1,2014,0,1,11,5.5,1.42,14,7,11,1,0,0,3,9,2,2,0,12,2,0,0,6,4,10,4,0,0,3,11,2,0,0,6,2,0,0
I1,2014,2,2,1.94,3.6,4.99,11,9,10,1,0,0,3,15,2,0,0,7,2,0,0,7,3,13,0,0,0,3,10,0,1,2,6,0,0,0
SP1,2014,1,2,13,6.4,1.33,11,4,18,9,0,0,3,9,3,1,0,7,3,0,0,12,5,7,2,0,0,3,20,5,0,1,9,5,0,0
I1,2014,4,3,1.96,3.45,5.13,14,3,16,3,0,1,3,21,3,1,0,7,3,1,0,11,4,21,4,0,0,3,18,4,1,0,8,4,0,0
I1,2014,1,2,8.1,4.7,1.53,5,2,13,3,0,0,3,16,6,1,0,5,6,0,0,19,4,16,0,0,0,3,13,1,0,0,14,1,0,1
F1,2014,0,0,2.4,3.45,4.53,20,7,17,3,0,0,3,14,3,1,0,15,3,0,0,8,2,13,1,0,0,3,17,0,0,0,5,0,0,0
SP1,2014,2,0,2.3,3.51,3.75,14,11,12,2,0,0,3,8,3,2,0,10,3,0,0,8,5,6,1,0,0,3,12,1,0,0,7,1,0,0
I1,2014,2,1,2.05,3.8,5.1,15,6,13,4,0,0,3,7,1,1,0,13,1,0,0,18,5,5,1,0,0,3,12,0,0,1,12,0,0,0
SP1,2014,2,1,2.05,3.8,4.6,19,6,6,1,0,0,3,11,6,0,1,17,6,0,0,10,4,11,7,0,0,3,8,1,1,0,6,1,0,0
SP1,2014,2,1,1.75,4.2,7.2,8,3,15,1,0,0,3,21,5,0,0,6,5,0,0,12,5,21,3,0,0,3,15,0,1,0,9,0,0,0
D1,2014,2,2,2.55,3.55,3.3,20,3,8,2,0,0,3,12,0,1,0,12,0,0,0,9,3,12,3,0,0,3,8,0,0,0,7,0,0,0
SP1,2014,2,2,3.1,3.4,2.75,13,11,6,3,0,0,3,6,4,0,0,10,4,0,0,11,4,6,0,0,0,3,6,0,1,0,9,0,0,0
E0,2014,1,2,1.34,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2014,0,1,1.87,4.33,5.75,20,2,16,4,0,0,3,16,0,4,0,16,0,0,0,13,6,15,4,0,0,3,17,2,1,0,10,2,0,0
E0,2014,1,2,2.15,3.54,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2014,1,2,3.35,3.55,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2014,2,0,1.42,5.6,9.27,19,4,12,0,0,0,3,17,1,0,0,15,1,0,0,8,9,16,0,0,0,3,11,2,0,0,4,2,0,0
E0,2014,1,1,2.65,3.3,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2014,2,0,1.53,4.7,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2014,3,1,2.15,3.55,3.87,9,5,23,1,0,0,3,20,4,2,0,7,4,0,0,8,5,17,4,0,0,3,24,3,0,0,7,3,0,0
I1,2014,1,0,1.47,4.85,9.2,16,7,10,0,0,0,3,10,5,0,0,13,5,0,0,14,2,10,3,0,0,3,10,1,1,0,11,1,0,0
D1,2014,1,0,1.22,9.66,25.38,11,8,11,2,0,0,3,23,3,0,0,8,3,0,0,4,2,23,1,0,0,3,12,3,1,0,3,3,0,0
F1,2014,2,0,2.6,3.2,3.45,8,4,14,3,0,0,3,16,4,0,0,7,4,0,0,15,11,15,2,0,0,3,14,0,0,0,14,0,0,0
D1,2014,3,3,2.75,3.7,3.04,14,2,20,3,0,0,3,21,3,0,1,4,3,0,0,12,6,21,2,0,0,3,21,3,2,0,9,3,0,0
F1,2014,0,2,2.86,3.27,2.94,15,6,5,1,0,0,3,9,1,0,0,9,1,0,0,12,2,9,1,0,0,2,5,1,2,0,9,1,0,0
F1,2014,0,0,2.88,3.26,2.88,7,1,15,3,0,0,3,10,0,0,0,5,0,0,0,14,7,10,2,0,0,3,15,4,2,0,13,4,0,0
I1,2014,0,2,5,3.75,1.96,10,5,17,2,0,0,3,10,3,0,0,8,3,0,0,11,7,8,2,0,0,3,17,2,0,0,7,2,0,0
F1,2014,1,0,2.2,3.4,4.4,16,8,16,1,0,0,3,15,3,1,0,13,3,0,0,10,3,15,2,0,0,3,15,4,1,0,6,4,0,0
SP1,2014,1,0,1.39,5.98,9,5,3,12,3,0,0,3,18,2,1,0,3,2,0,0,13,5,18,5,0,0,3,13,1,2,0,13,1,0,0
SP1,2014,0,2,19,8.4,1.25,5,2,18,1,0,0,3,12,3,1,0,5,3,0,0,15,3,11,2,0,0,3,19,2,2,0,10,2,0,0
E0,2014,3,2,8.4,4.47,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2014,2,2,1.87,4.1,4.64,8,9,21,2,0,0,2,16,4,0,0,6,4,0,0,11,6,15,1,0,0,2,20,2,0,0,9,2,0,0
F1,2014,2,0,1.35,5.65,12,13,6,11,0,0,0,3,13,1,0,1,10,1,0,0,7,2,13,3,0,0,3,12,6,0,0,7,6,0,0
E0,2014,1,0,2.5,3.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2014,5,0,1.27,8.8,20,28,9,12,0,0,0,3,9,3,1,1,17,3,0,0,2,0,9,1,0,1,3,12,0,1,0,2,0,1,0
F1,2014,2,2,1.6,4.42,6.95,20,5,5,2,0,0,3,14,5,0,0,15,5,0,0,4,1,14,4,0,0,3,5,2,1,0,4,2,0,0
F1,2014,1,1,2.75,3.4,3,11,6,20,3,0,0,3,16,2,2,0,7,2,0,0,17,8,16,3,0,1,3,21,3,1,0,11,3,1,0
SP1,2014,1,1,2.26,3.65,3.65,16,7,8,0,0,0,2,10,1,1,0,9,1,0,0,10,5,9,6,0,0,3,10,2,0,0,7,2,1,0
SP1,2014,0,1,2.25,3.38,3.98,20,9,15,7,0,0,3,14,5,0,0,15,5,1,0,14,6,14,2,0,0,3,16,4,1,1,9,4,0,0
I1,2014,2,0,2.85,3.25,2.94,12,8,13,2,0,0,3,15,2,3,0,8,2,0,0,11,4,14,4,0,0,3,14,2,1,0,8,2,0,0
D1,2014,3,3,1.95,3.76,4.91,16,4,15,2,0,0,3,8,2,0,0,12,2,0,1,17,4,8,2,0,0,2,16,2,1,0,13,2,0,0
I1,2014,2,2,4.2,3.5,2.2,19,12,10,3,0,0,3,11,0,2,0,11,0,0,0,12,4,10,1,0,0,3,10,4,0,0,10,4,0,0
E0,2014,1,3,6.3,4.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2014,0,2,1.75,3.94,6.4,14,14,7,1,0,0,2,14,1,0,0,10,1,0,0,7,4,14,3,0,0,3,8,2,0,0,5,2,0,0
E0,2014,0,1,2.05,3.5,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2014,1,3,2.4,3.27,3.65,6,2,9,1,0,0,3,16,1,0,0,3,1,0,0,13,4,16,2,0,0,3,9,1,0,0,11,1,0,0
SP1,2014,0,1,2.1,3.5,4.25,8,7,16,1,0,0,2,16,2,0,0,5,2,0,0,14,4,13,3,0,0,3,17,3,0,0,10,3,0,0
I1,2014,2,1,2,3.64,4.7,16,5,14,3,0,0,3,7,0,0,1,11,0,0,0,19,5,7,2,0,0,3,13,0,0,0,15,0,0,0
D1,2014,0,4,3.85,3.71,2.12,10,7,10,0,0,0,3,19,5,1,0,9,5,0,0,14,3,18,1,0,0,3,10,1,0,0,11,1,0,0
F1,2014,1,1,7.4,4.35,1.7,13,6,13,3,0,0,3,11,2,1,0,12,2,1,0,16,7,10,1,0,0,2,14,0,1,0,12,0,0,0
I1,2014,0,1,8.93,4.55,1.53,5,2,11,3,0,0,3,13,4,0,0,1,4,0,0,16,8,14,3,0,0,3,12,4,2,0,10,4,0,0
I1,2014,2,0,2.3,3.3,4,8,1,15,2,0,0,3,16,1,0,0,7,1,0,0,14,8,17,3,0,0,3,14,2,0,0,9,2,0,0
I1,2014,1,1,4.65,3.6,2.1,9,2,13,4,0,0,2,13,0,0,0,7,0,0,0,15,6,13,2,0,0,3,14,1,1,0,10,1,0,0
F1,2014,1,1,3.2,3.31,2.65,8,6,14,3,0,1,3,14,5,1,1,7,5,1,0,12,6,14,3,0,0,3,13,1,1,0,9,1,1,0
SP1,2014,1,0,2.72,3.6,2.88,11,5,15,6,0,0,3,13,3,0,0,7,3,0,0,7,6,11,3,0,0,3,15,9,0,0,6,9,0,0
I1,2014,5,0,1.38,5.6,11,11,2,9,1,0,0,3,11,2,2,0,7,2,0,0,11,7,10,3,0,0,3,10,0,1,0,6,0,0,0
E0,2014,3,2,1.7,4.6,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2014,2,2,1.73,3.95,6.1,11,5,5,3,0,0,3,20,2,1,0,7,2,0,0,7,5,18,2,0,0,3,8,3,0,0,6,3,0,0
SP1,2014,2,0,3.3,3.55,2.55,13,5,14,2,0,0,3,9,4,1,1,8,4,0,0,11,2,8,1,0,0,3,15,0,0,0,11,0,0,0
SP1,2014,0,1,1.67,4.11,6.9,15,6,7,2,0,0,3,14,3,0,0,12,3,0,0,13,6,12,5,0,0,3,7,2,0,0,8,2,0,0
F1,2014,4,1,2.46,3.4,3.35,15,3,14,2,0,0,3,18,4,1,1,11,3,0,0,9,6,17,4,0,1,3,14,6,0,0,5,6,1,0
SP1,2014,3,0,1.53,4.6,8.5,16,6,9,0,0,0,3,11,1,0,0,15,1,0,0,8,4,8,1,0,0,3,9,1,2,0,6,1,0,0
D1,2014,1,1,2.4,3.55,3.45,14,7,17,3,0,0,3,20,0,0,0,8,0,0,0,10,9,18,3,0,0,3,18,2,1,0,8,2,0,0
D1,2014,0,2,1.35,5.85,11,17,7,14,2,0,0,3,23,5,1,0,14,5,0,0,7,2,24,3,0,0,3,17,2,2,0,6,2,0,0
I1,2014,0,1,2.5,3.2,3.5,19,11,12,2,0,0,3,10,3,0,0,15,3,0,0,8,4,10,1,0,0,3,12,2,0,0,7,2,0,0
I1,2014,0,3,2.51,3.5,3.3,18,10,14,2,0,0,3,19,0,0,0,12,0,0,0,9,2,19,7,0,0,3,14,3,2,1,6,3,1,0
F1,2014,1,1,2.25,3.3,4.2,18,21,12,0,0,0,2,13,2,2,0,13,2,0,0,9,4,14,2,0,0,3,13,1,2,0,7,1,0,0
D1,2014,1,1,1.8,4.11,5.02,20,13,8,1,0,0,1,10,3,1,0,16,3,0,0,6,1,8,2,0,0,2,9,0,0,0,6,0,0,0
E0,2014,0,0,2.4,3.3,3.7,6,6,7,2,0,0,3,9,1,0,0,4,1,0,0,18,7,9,1,0,0,2,7,2,0,0,13,2,0,0
E0,2014,1,0,2.73,3.35,3.15,9,7,10,3,0,0,3,12,6,0,0,4,6,0,0,16,5,13,2,0,0,3,10,5,0,0,14,5,0,0
D1,2014,2,2,2.45,3.65,3.24,18,7,22,2,0,0,3,16,9,1,0,13,9,0,0,14,1,16,2,0,0,3,21,4,0,0,11,4,0,0
D1,2014,2,0,5.7,4.3,1.73,6,1,8,2,0,0,3,7,0,0,1,4,0,0,0,27,9,7,2,0,1,3,8,1,1,0,19,1,1,0
F1,2014,3,0,1.83,3.7,5.8,7,6,11,1,0,0,3,12,2,0,0,5,2,0,0,11,4,11,2,0,0,3,11,4,0,0,8,4,0,0
E0,2014,1,2,7,4.53,1.65,6,4,14,2,0,0,3,11,1,1,0,3,1,0,0,13,4,10,4,0,0,3,14,3,1,0,11,3,0,0
E0,2014,3,1,1.23,8.25,21,13,11,9,2,0,0,3,5,5,0,0,9,5,0,0,11,3,5,1,0,0,3,9,1,0,0,7,1,0,0
E0,2014,3,1,4.2,6.2,6.3,13,8,15,5,0,0,3,9,3,0,0,10,3,0,1,6,1,8,4,0,0,3,15,4,0,0,4,4,0,0
E0,2014,1,2,2.5,3.45,3.28,8,3,9,1,0,0,3,7,1,0,0,6,1,0,0,20,3,8,0,0,0,2,10,1,0,0,10,1,0,0
SP1,2014,1,0,2.94,3.75,2.6,10,7,8,2,0,0,3,7,0,1,1,4,0,0,0,18,6,7,2,0,0,3,8,1,0,0,14,1,0,0
F1,2014,2,1,1.6,4.14,7.3,11,7,12,1,0,0,2,16,4,0,0,4,4,0,0,8,0,16,6,0,0,3,14,0,1,0,7,0,0,0
SP1,2014,4,1,1.16,10,26,21,6,5,0,0,0,3,15,2,2,0,17,2,0,0,8,4,12,3,0,0,3,5,3,0,0,6,3,0,0
F1,2014,2,0,2.4,3.51,3.8,22,9,17,2,0,0,3,14,1,0,0,17,1,0,0,6,3,14,3,0,0,3,17,1,0,0,4,1,1,0
F1,2014,3,0,1.4,4.8,11.39,18,8,13,1,0,0,3,11,4,1,0,10,4,0,0,6,4,11,1,0,0,3,13,1,0,0,4,1,0,0
SP1,2014,2,1,2.65,3.4,3.25,12,4,11,1,0,0,3,16,2,0,0,9,2,0,0,13,5,17,3,0,0,3,14,1,1,0,8,1,1,0
F1,2014,1,0,2.3,3.27,4.03,8,1,16,1,0,0,3,13,3,2,0,5,3,0,0,10,4,13,1,0,0,3,16,1,0,0,7,1,0,0
D1,2014,4,1,1.91,3.81,4.9,11,2,8,1,0,0,3,9,2,0,1,10,2,0,0,10,3,9,3,0,1,3,9,3,0,0,5,3,1,0
D1,2014,1,1,5.7,4.5,1.7,5,2,15,1,0,0,3,7,2,0,0,3,2,0,0,27,14,6,1,0,0,3,15,1,1,0,23,1,0,0
SP1,2014,2,3,9.9,6,1.44,13,3,16,1,0,0,3,12,3,0,0,8,3,0,0,27,8,11,3,0,0,3,17,4,1,0,21,4,0,0
I1,2014,3,2,1.67,4.2,7.4,20,9,11,1,0,0,3,13,4,0,0,14,4,0,0,9,5,13,5,0,0,3,12,1,0,0,7,1,1,0
F1,2014,5,1,2.5,3.37,3.3,15,3,13,2,0,0,3,18,4,3,1,10,4,0,0,18,4,18,4,0,0,3,13,1,0,0,10,1,1,0
I1,2014,2,2,2.8,3.2,3.15,14,4,20,3,0,0,2,20,0,0,1,9,0,0,0,10,11,19,6,0,0,3,20,3,1,1,5,3,0,0
D1,2014,1,1,3.41,3.61,2.45,13,7,10,3,0,0,3,20,1,0,0,12,1,0,0,12,10,20,4,0,0,3,11,3,0,0,9,3,1,1
E0,2014,1,1,5.5,4.2,1.8,12,6,6,1,0,0,3,11,4,0,0,11,4,0,0,14,2,11,2,0,0,2,6,2,0,0,11,2,0,0
I1,2014,4,0,1.32,6.1,14,10,4,18,0,0,0,3,17,2,0,0,7,2,0,0,11,4,16,2,0,0,3,18,5,0,0,7,5,0,0
I1,2014,0,0,2.66,3.35,3.05,20,6,15,4,0,0,3,17,1,0,0,14,1,0,0,3,1,17,4,0,0,3,14,1,0,0,1,1,0,0
SP1,2014,2,1,1.25,7.63,20.79,23,13,12,1,0,0,3,15,2,0,1,17,2,0,0,4,0,15,3,0,0,3,12,1,0,0,2,1,0,0
E0,2014,0,3,1.48,4.85,9.5,14,6,5,0,0,0,3,9,3,0,0,10,3,0,0,16,7,9,0,0,0,3,5,3,0,0,12,3,0,0
E0,2014,1,3,7,4.4,1.65,14,4,11,1,0,0,2,9,1,0,0,11,1,0,0,22,6,9,1,0,0,3,11,2,0,0,12,2,0,0
SP1,2014,2,1,1.57,4.79,7.4,21,12,14,4,0,0,3,9,3,0,0,13,3,0,0,11,3,7,5,0,0,3,13,0,0,0,8,0,0,0
F1,2014,1,2,4.8,3.65,2.05,11,6,20,3,0,0,3,11,1,2,1,6,1,0,0,4,1,11,4,0,1,3,20,2,0,1,3,2,1,0
SP1,2014,3,1,2.71,3.4,2.94,10,5,17,3,0,0,3,12,2,1,0,7,2,0,0,16,9,11,3,0,0,3,18,3,2,0,12,3,0,1
D1,2014,0,5,2.5,3.7,3.1,6,4,14,1,0,0,2,14,1,1,0,5,1,0,0,16,4,13,0,0,0,3,15,1,1,0,13,1,0,0
I1,2014,1,1,2.15,3.49,4.33,13,3,20,3,0,0,3,13,3,0,0,7,3,0,0,9,4,15,3,0,0,3,20,1,0,0,6,1,0,1
I1,2014,1,4,2.35,3.34,3.94,24,6,12,2,0,0,3,8,1,0,1,15,1,0,0,13,5,7,2,0,0,3,12,1,0,0,11,1,0,0
I1,2014,2,0,1.95,3.7,5.2,12,5,13,1,0,0,3,16,3,0,0,8,3,0,0,15,4,14,1,0,0,3,14,1,1,0,8,1,0,0
SP1,2014,1,1,4.05,3.6,4.24,17,9,5,2,0,0,3,6,1,1,0,12,1,0,0,12,2,6,2,0,0,3,6,1,0,1,9,1,0,0
E0,2014,2,0,2.28,3.45,3.8,12,7,13,3,0,0,3,8,5,0,0,9,5,0,0,17,4,8,1,0,0,1,13,1,0,0,15,1,0,0
F1,2014,4,1,1.7,3.85,7.4,19,4,11,3,0,0,3,15,2,0,1,14,2,0,0,10,4,15,2,0,0,3,10,7,1,0,4,7,0,0
I1,2014,3,1,1.73,4.1,6.2,10,3,15,3,0,1,3,14,4,0,0,8,4,1,0,17,5,13,4,0,0,3,17,3,1,1,11,3,1,0
F1,2014,1,0,3,3.3,2.75,7,2,16,2,0,0,2,13,1,0,0,5,1,0,0,19,14,12,2,0,0,3,15,2,0,0,15,2,0,0
I1,2014,2,0,2.21,3.5,4.21,13,2,12,2,0,0,3,10,1,0,1,9,1,0,0,15,5,8,5,0,0,3,12,0,0,0,12,0,1,0
D1,2014,1,2,3.7,3.78,2.22,20,8,13,0,0,0,3,16,2,0,1,10,2,0,0,12,10,16,4,0,0,3,13,2,1,0,11,2,0,0
F1,2014,1,2,3.04,3.35,2.95,11,4,17,2,0,1,3,11,1,0,0,6,1,1,0,13,4,12,2,0,0,3,17,1,0,1,8,1,0,0
SP1,2014,0,0,13,6.5,1.32,4,2,12,3,0,0,3,5,2,0,0,4,2,0,0,12,5,4,2,0,0,2,13,1,3,0,8,1,0,0
D1,2014,1,0,2.55,3.55,3.25,5,7,13,2,0,0,3,12,3,2,0,4,3,0,0,13,5,12,3,0,0,3,13,3,1,0,11,3,1,0
F1,2014,2,2,1.95,3.65,5.3,13,1,6,1,0,0,3,12,4,0,0,9,4,0,0,13,8,11,0,0,0,3,6,0,0,0,10,0,0,0
I1,2014,1,0,1.83,3.7,5.4,12,3,12,3,0,0,3,11,1,0,0,9,1,0,0,7,10,10,3,0,0,3,13,2,1,0,6,2,0,0
E0,2014,1,1,1.65,4.6,7.2,11,4,9,2,0,0,3,18,8,0,0,8,8,0,0,18,4,18,3,0,0,3,9,2,0,0,16,2,0,0
SP1,2014,1,2,2.05,3.88,4.4,16,8,13,3,0,0,3,10,3,0,0,12,3,0,0,8,2,10,1,0,0,3,13,4,0,0,6,4,0,0
E0,2014,0,0,2.6,3.4,3.15,9,6,12,1,0,0,3,10,2,0,0,9,2,0,0,11,6,10,0,0,0,3,12,2,0,0,9,2,0,0
E0,2014,1,3,5.9,4.4,1.75,11,5,6,1,0,0,3,11,1,0,0,10,1,0,0,15,5,12,2,0,0,3,6,1,0,0,12,1,0,0
SP1,2014,1,0,6.1,3.99,1.83,10,3,14,5,0,0,3,22,2,1,0,5,2,0,1,6,3,21,4,0,0,3,15,2,1,0,5,2,0,0
D1,2014,2,3,5,4,1.9,14,1,13,0,0,0,3,18,4,0,0,6,4,0,0,15,9,17,1,0,0,3,13,2,3,0,11,2,0,0
E0,2014,4,1,1.34,5.9,15,20,6,12,1,0,0,3,5,3,0,0,16,3,0,0,13,9,5,2,0,0,3,12,1,0,0,9,1,0,0
F1,2014,0,1,3.03,3.2,2.88,11,5,7,0,0,0,3,15,0,0,1,9,0,0,0,9,4,14,3,0,0,3,8,4,0,0,6,4,0,0
F1,2014,1,2,2.45,3.31,3.5,10,4,17,2,0,0,3,12,1,0,0,6,1,0,0,9,6,12,0,0,0,3,17,6,0,0,8,6,0,0
D1,2014,4,1,1.15,10,30.75,19,8,10,1,0,0,3,13,2,1,1,13,2,0,0,12,5,13,0,0,0,3,10,7,0,0,10,7,0,0
D1,2014,1,1,1.62,4.55,6.6,15,6,19,2,0,0,3,12,1,1,0,12,1,0,0,11,1,10,3,0,0,3,21,3,2,0,10,3,0,0
