league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1,num of events type 1 for size 2,num of events type 2 for size 2,num of events type 3 for size 2,num of events type 4 for size 2,num of events type 5 for size 2,num of events type 6 for size 2,num of events type 7 for size 2,num of events type 8 for size 2,num of events type 9 for size 2,num of events type 10 for size 2,num of events type 11 for size 2,num of events type 12 for size 2,num of events type 13 for size 2,num of events type 14 for size 2,num of events type 15 for size 2
D1,2012,1,0,2.12,3.98,3.85,14,2,15,2,0,0,3,10,1,0,0,11,1,0,0,11,5,9,2,0,0,3,15,1,1,0,10,1,0,0
SP1,2012,1,0,1.85,4,5,10,6,11,1,0,0,3,5,3,0,0,7,3,0,0,7,5,5,3,0,0,3,13,4,0,0,5,4,0,0
SP1,2012,0,0,2.06,3.5,4.2,15,8,11,1,0,0,3,7,2,0,0,10,2,0,0,11,2,8,3,0,0,3,11,2,2,0,9,2,0,0
E0,2012,3,3,1.23,7.85,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,3,2,1.91,4.3,4.15,15,8,13,2,0,0,3,18,2,2,0,11,2,0,0,12,4,17,0,0,0,3,13,1,2,0,11,1,0,0
SP1,2012,2,1,2.04,3.7,4.09,9,8,18,6,0,0,3,13,3,3,0,7,3,0,0,13,5,13,2,0,0,3,18,1,1,0,8,1,0,0
D1,2012,4,0,1.24,7.6,15,13,3,9,0,0,0,3,4,6,1,0,9,6,0,0,8,1,5,1,0,0,3,9,2,1,0,5,2,0,0
D1,2012,0,3,2.34,3.7,3.3,5,4,10,0,0,0,3,10,7,0,0,4,7,0,0,11,5,10,0,0,0,3,11,1,0,0,8,1,0,0
I1,2012,0,1,2.5,3.25,3.35,16,8,16,4,0,0,3,12,0,2,0,12,0,0,0,6,5,12,4,0,0,3,16,5,1,0,4,5,0,0
SP1,2012,2,1,1.39,5.75,10.5,28,12,14,3,0,0,3,18,7,1,0,19,7,0,0,2,1,17,6,0,0,3,16,0,4,0,2,0,0,0
SP1,2012,1,0,2.22,3.4,3.8,18,4,23,5,0,0,3,12,1,1,0,8,1,0,0,13,4,11,1,0,0,3,24,1,1,0,8,1,0,0
D1,2012,2,1,1.47,4.9,8.6,27,16,12,2,0,0,3,10,4,0,0,18,4,0,1,12,2,10,1,0,0,3,11,6,1,0,9,6,0,0
SP1,2012,1,0,1.81,3.7,5.7,18,8,14,5,0,0,3,15,3,0,0,12,3,0,0,9,3,15,3,0,0,3,16,1,1,0,8,1,0,0
D1,2012,2,3,2.66,3.87,2.88,19,11,9,2,0,0,3,10,2,2,1,15,2,0,0,16,9,10,1,0,0,3,9,3,2,0,12,3,0,0
D1,2012,1,4,5.92,4.92,1.6,8,1,13,1,0,0,2,18,4,0,0,7,4,0,1,15,5,18,1,0,0,3,13,1,0,0,15,1,0,0
I1,2012,2,0,1.61,4.17,7.88,25,9,10,2,0,0,3,8,2,0,0,18,2,0,0,3,1,7,2,0,1,3,11,0,0,0,2,0,2,0
E0,2012,2,0,1.21,8.5,18.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,4,2,4.3,3.85,1.95,14,0,7,0,0,0,0,15,0,0,0,12,0,0,0,22,14,13,7,0,0,6,8,5,2,3,13,5,0,0
E0,2012,0,0,4.93,3.94,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,2,1,2.06,3.65,4.2,17,6,8,0,0,0,3,14,1,0,0,12,1,0,0,8,3,13,1,0,1,3,8,5,4,0,7,5,1,0
I1,2012,0,2,15,6.25,1.27,4,2,17,3,0,0,2,13,3,0,0,3,3,0,0,16,6,12,3,0,0,3,17,5,1,0,12,5,0,1
E0,2012,1,1,4.5,3.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,3,0,1.91,3.65,4.9,18,2,11,2,0,0,3,17,2,1,1,10,2,0,0,18,3,18,2,0,0,3,11,3,2,1,13,3,0,0
I1,2012,4,4,1.94,3.58,4.83,25,8,13,4,0,0,3,14,3,1,2,18,3,0,0,16,3,13,1,0,0,3,16,4,0,0,13,4,0,0
F1,2012,3,4,4.8,3.5,1.98,13,3,15,1,0,0,3,12,1,1,0,5,1,0,0,15,2,12,2,0,0,3,16,2,0,0,12,2,0,0
E0,2012,2,2,2.38,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,0,2,2.52,3.4,3.2,8,3,12,2,0,0,3,7,6,1,0,6,6,0,0,12,7,6,0,0,0,3,13,3,1,0,6,3,0,0
E0,2012,1,0,1.8,3.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,0,2,2.41,3.36,3.6,13,6,15,3,0,1,3,21,0,0,0,8,0,1,0,8,4,21,2,0,0,3,15,1,0,0,5,1,0,0
I1,2012,2,0,6.2,3.95,1.69,10,4,21,3,0,1,3,14,3,0,0,10,3,1,0,19,5,14,7,0,1,3,22,3,2,0,15,3,1,0
F1,2012,1,1,1.45,5,9.35,21,5,8,1,0,0,3,13,3,2,0,15,3,0,0,10,4,14,3,0,0,3,8,2,1,0,9,2,0,0
E0,2012,0,2,5,4.34,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,2,1,1.75,4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,0,0,1.81,3.65,5.7,4,6,10,1,0,0,3,17,3,0,0,3,3,0,0,7,4,17,3,0,0,3,10,4,0,0,4,4,0,0
F1,2012,0,2,2.47,3.25,3.45,21,3,13,2,0,0,3,11,0,0,0,17,0,0,0,9,8,11,1,0,0,3,13,1,1,0,7,1,0,1
F1,2012,2,4,2.5,3.32,3.3,19,7,13,2,0,0,3,11,3,0,0,11,3,0,0,10,2,10,3,0,0,3,14,2,0,0,6,2,0,0
F1,2012,0,0,2.45,3.4,3.35,11,5,11,0,0,0,2,15,4,0,0,7,4,0,0,6,4,16,0,0,0,2,11,2,0,0,5,2,0,0
F1,2012,1,0,2.62,3.29,3.14,15,9,12,2,0,0,3,10,1,1,0,11,1,0,0,10,4,10,2,0,0,3,13,7,0,0,5,7,0,0
F1,2012,3,0,1.27,6.8,13.4,23,7,10,0,0,0,3,15,5,1,1,19,5,0,0,3,1,15,4,0,0,3,10,4,2,0,1,4,0,0
E0,2012,0,1,2.92,3.65,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,0,0,1.8,3.55,6,11,3,16,2,0,0,3,17,1,0,0,3,1,0,0,16,4,17,1,0,0,2,16,0,0,0,11,0,0,0
E0,2012,4,1,2.15,3.93,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,1,3,3.25,3.75,2.34,10,3,14,2,0,0,3,10,3,1,0,9,3,0,0,16,5,10,1,0,0,3,13,3,1,1,13,3,0,0
SP1,2012,1,0,2.42,3.53,3.25,13,7,11,2,0,0,3,10,4,2,0,11,4,0,0,19,14,10,0,0,0,3,12,2,0,0,15,2,0,0
SP1,2012,2,2,9.6,6.6,1.34,5,2,13,2,0,0,3,11,0,0,0,4,0,0,0,11,7,11,2,0,0,3,14,4,0,0,8,4,1,0
E0,2012,0,1,8,5,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,1,1,2.6,3.25,3.25,11,9,9,2,0,0,2,17,4,0,0,9,4,0,0,17,6,18,2,0,0,3,9,3,0,0,15,3,0,0
I1,2012,2,0,2.06,3.05,7,7,6,8,1,0,0,3,9,3,0,0,6,3,0,0,12,1,9,1,0,0,3,8,1,0,0,7,1,0,0
SP1,2012,4,1,1.17,9.44,17,23,8,4,0,0,0,3,15,1,3,0,19,1,0,0,11,6,16,1,0,0,3,3,1,0,0,8,1,0,0
E0,2012,2,2,2.18,4.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,3,1,2.1,3.95,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,1,0,2.46,3.6,3.15,13,2,16,2,0,0,3,13,1,2,0,9,1,0,0,15,8,13,3,0,1,3,16,2,1,0,11,2,1,0
E0,2012,2,3,5.4,4.2,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,0,0,2.33,3.3,3.8,4,2,14,1,0,0,3,11,10,2,0,2,10,0,0,11,11,11,2,0,0,3,15,0,0,0,9,0,0,0
SP1,2012,1,0,1.71,4.5,5.75,18,9,17,3,0,0,3,13,2,1,0,11,2,0,0,12,6,13,4,0,0,1,18,3,1,0,10,3,0,0
E0,2012,2,1,1.28,7.2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,2,0,1.49,4.7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,3,2,3.25,3.16,2.58,12,4,13,3,0,0,3,15,2,1,1,6,2,0,0,20,6,15,3,0,0,3,13,3,1,0,9,3,0,0
F1,2012,1,0,1.58,4.3,7.2,9,6,12,2,0,0,3,14,3,2,1,6,3,1,0,10,3,14,3,0,0,2,12,2,0,0,8,2,0,0
I1,2012,0,2,5.2,2.44,2.98,15,3,12,0,0,0,3,19,0,1,1,10,0,0,0,17,4,16,5,0,0,3,13,4,0,0,12,4,0,0
F1,2012,1,1,2.04,3.4,4.59,23,5,10,2,0,0,3,19,2,0,0,18,2,0,0,11,7,19,3,0,0,3,10,1,3,0,6,1,0,1
E0,2012,3,2,1.14,10.68,22.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,1,0,2.6,3.32,3.1,19,7,21,3,0,0,1,16,3,0,0,13,3,0,0,8,2,16,0,0,0,3,21,1,0,0,4,1,0,0
I1,2012,2,1,1.37,5.42,11.5,14,8,8,4,0,0,3,18,0,0,0,9,0,0,0,10,5,19,4,0,0,3,8,1,0,0,5,1,0,0
F1,2012,1,3,2.1,3.45,4.25,19,7,12,2,0,0,3,17,2,2,0,15,2,0,0,11,1,17,4,0,0,3,12,4,2,0,10,4,0,0
SP1,2012,3,0,2,4.2,4.4,12,3,3,1,0,0,3,7,3,0,0,8,3,0,0,9,6,7,1,0,0,3,3,7,0,1,9,7,0,0
I1,2012,2,3,7,4.2,1.62,13,4,10,1,0,0,3,5,0,2,0,12,0,0,0,20,12,5,0,0,0,3,10,4,0,0,16,4,0,0
F1,2012,3,0,2.1,3.63,4.09,11,6,19,0,0,0,3,19,5,3,0,9,5,0,0,10,5,19,0,0,0,3,19,3,0,0,7,3,0,0
I1,2012,2,1,1.27,6.8,15,18,11,15,1,0,0,3,8,2,0,0,13,2,0,0,13,4,8,0,0,0,3,15,4,3,0,11,4,0,0
I1,2012,3,1,1.35,5.4,13.29,12,4,9,0,0,0,3,6,5,0,1,10,5,0,0,11,5,6,0,0,0,3,11,1,0,0,5,1,0,1
SP1,2012,0,2,5.09,4.4,1.74,3,0,21,6,0,1,3,16,1,0,1,1,1,3,0,11,6,16,4,0,1,3,21,8,2,0,6,8,1,0
E0,2012,1,0,3.6,3.7,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,3,2,1.56,4.7,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,2,0,2.08,3.73,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,1,0,2.78,3.19,3.77,12,7,15,1,0,0,3,14,1,1,0,7,1,0,0,9,2,13,1,0,0,2,15,2,2,0,5,2,0,0
SP1,2012,0,1,2.77,3.45,2.88,10,5,9,2,0,0,3,15,0,0,0,6,0,0,0,11,4,15,2,0,0,3,9,2,3,0,9,2,0,0
I1,2012,3,1,2.5,3.75,3,12,4,8,3,0,0,3,16,2,2,0,11,2,0,0,11,10,16,0,0,0,3,9,1,0,1,7,1,0,0
SP1,2012,2,4,7.65,5,1.49,7,0,10,0,0,0,3,8,1,0,0,5,1,0,0,27,9,9,2,0,0,3,10,3,0,1,17,3,0,0
SP1,2012,1,0,1.28,7,12.23,20,10,8,4,0,0,3,24,3,1,0,15,3,1,0,6,1,22,5,0,0,3,8,2,0,0,5,2,0,0
SP1,2012,1,1,2.25,3.55,3.6,10,6,14,4,0,0,3,16,1,0,0,8,1,0,0,17,7,16,2,0,0,3,13,5,0,0,13,5,0,0
F1,2012,3,0,1.59,4.3,6.8,11,4,12,3,0,0,3,13,2,0,1,7,2,0,0,12,2,14,2,0,0,3,12,1,0,0,9,1,0,0
F1,2012,1,1,2.88,3.26,2.89,14,4,17,3,0,1,1,19,7,0,1,10,7,1,0,14,5,19,2,0,1,3,17,0,3,0,12,0,1,0
I1,2012,1,0,1.75,3.94,5.9,18,10,14,2,0,0,3,14,1,0,0,15,1,0,0,7,7,15,2,0,0,3,14,8,1,0,6,8,0,0
F1,2012,1,2,5.3,4,1.78,12,3,9,1,0,0,2,16,0,1,0,9,0,0,0,9,3,15,2,0,0,3,9,3,0,0,8,3,0,0
F1,2012,2,3,2.48,3.5,3.19,16,5,15,2,0,0,3,9,3,1,0,10,3,0,0,9,2,9,2,0,0,1,15,7,1,0,9,7,0,0
F1,2012,1,0,2.29,3.5,3.6,12,6,10,0,0,0,2,14,1,1,0,9,1,0,0,15,0,14,0,0,1,3,10,3,0,0,14,3,1,0
F1,2012,1,2,8.8,3.7,1.63,6,3,14,1,0,0,3,10,1,0,0,6,1,0,0,17,10,10,0,0,0,3,14,5,0,0,10,5,0,0
F1,2012,3,4,1.73,3.83,6.11,21,6,9,1,0,0,3,8,3,0,0,14,3,0,0,11,3,8,1,0,0,3,9,2,0,0,7,2,0,1
F1,2012,4,1,1.38,5.6,10,13,5,6,0,0,0,3,11,0,0,1,10,0,0,0,15,4,10,0,0,0,1,6,3,1,0,15,3,0,0
F1,2012,0,1,2.25,3.48,3.7,9,6,13,3,0,0,3,15,2,0,0,6,2,0,0,8,1,15,2,0,0,2,14,1,1,0,8,1,0,0
F1,2012,3,1,2,3.4,4.63,16,4,11,1,0,0,3,15,3,0,1,11,3,0,0,8,5,15,3,0,0,2,11,3,3,0,8,3,0,0
F1,2012,0,2,2.29,3.52,3.6,8,4,18,2,0,0,3,10,3,0,0,6,3,0,0,6,4,10,1,0,0,3,18,6,2,0,5,6,0,0
F1,2012,5,0,1.64,4.63,5.7,22,2,19,2,0,0,3,10,1,0,1,19,1,0,0,10,4,10,2,0,2,3,20,1,0,0,8,1,2,0
F1,2013,1,1,2.18,3.25,4.2,9,2,17,1,0,1,3,24,7,1,0,7,7,1,0,12,5,22,1,0,2,3,17,1,1,0,8,1,2,0
F1,2013,2,3,3.1,3.05,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,0,1,2.24,3.25,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,0,1,2.1,3.4,4.3,6,4,9,0,0,1,3,16,1,0,0,6,1,1,0,9,2,16,5,0,0,3,9,5,0,0,6,5,0,0
F1,2013,0,1,2.6,3.16,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,1,2,3.11,3.3,2.62,9,3,22,2,0,0,2,12,3,1,0,5,3,0,0,10,1,12,2,0,0,3,23,3,0,0,8,3,0,0
F1,2013,2,3,3.45,3.2,2.6,9,6,8,3,0,0,3,13,1,2,0,7,1,0,0,13,6,13,3,0,0,3,8,2,1,0,12,2,0,0
F1,2013,2,2,1.38,5.4,11,20,8,9,1,0,0,3,10,6,2,1,16,6,0,0,13,2,10,1,0,1,2,9,3,1,0,7,3,1,1
F1,2013,1,0,1.93,3.35,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,0,1,3.7,3.35,2.27,14,10,12,2,0,0,3,7,2,0,0,10,2,0,0,17,7,5,1,0,0,1,13,1,0,0,15,1,0,0
F1,2013,1,1,1.52,4.3,8.8,12,0,17,2,0,0,3,17,1,1,0,10,1,0,0,5,2,17,4,0,0,2,17,3,1,0,4,3,1,0
SP1,2013,2,1,2.25,3.4,3.8,16,6,13,3,0,0,3,14,5,1,0,12,5,0,0,13,4,13,2,0,0,3,13,1,0,0,10,1,0,0
E0,2013,1,1,2.5,3.3,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,2,1,2.35,3.22,3.95,9,4,12,3,0,0,2,10,7,0,1,7,7,0,0,11,4,10,2,0,0,3,12,0,1,1,8,0,0,0
E0,2013,0,5,2.04,3.53,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,1,0,2.58,3.15,3.35,15,10,11,2,0,0,3,14,4,0,0,9,4,0,0,8,8,13,3,0,0,3,12,0,1,0,4,0,0,0
F1,2013,2,1,3.1,3.21,2.72,12,4,6,1,0,0,3,17,1,1,0,9,1,0,0,6,4,17,3,0,0,3,6,4,0,0,4,4,0,0
SP1,2013,2,1,1.69,4.09,5.9,16,8,14,4,0,0,3,16,4,0,1,14,4,0,0,10,8,16,4,0,0,3,15,1,0,0,8,1,0,0
SP1,2013,0,1,2.42,3.45,3.4,16,8,12,2,0,0,3,9,2,1,0,11,2,0,0,16,9,9,0,0,0,3,12,2,0,0,12,2,0,0
F1,2013,4,1,1.48,4.59,9.19,24,10,15,2,0,0,3,9,2,1,1,16,2,0,0,6,3,9,0,0,1,3,15,3,2,0,5,3,1,0
E0,2013,3,0,5,3.75,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2013,0,0,1.46,4.8,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2013,5,0,1.88,4.09,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2013,1,0,2.18,3.6,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,2,1,1.71,3.75,6.6,25,17,16,2,0,0,3,20,3,2,1,19,3,0,0,4,2,20,4,0,2,3,16,0,1,0,3,0,2,0
E0,2013,2,1,2.88,3.4,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,0,0,1.81,3.5,5.9,8,8,10,1,0,0,3,16,2,0,0,6,2,0,0,11,6,16,3,0,0,3,10,1,0,0,9,1,0,0
SP1,2013,1,1,3.55,3.55,2.29,6,3,17,2,0,0,3,6,0,0,0,2,0,0,0,11,5,6,1,0,0,3,17,0,1,0,10,0,0,0
F1,2013,0,0,6,3.85,1.74,10,7,6,3,0,0,3,9,4,1,0,4,4,0,0,7,4,8,2,0,1,3,6,2,0,0,7,2,1,0
SP1,2013,1,1,1.3,7,12.24,23,12,9,1,0,0,3,15,3,1,0,20,3,0,0,5,5,15,4,0,0,3,9,4,1,0,4,4,0,0
E0,2013,3,2,1.15,9.6,26.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2013,0,2,5.09,3.77,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,1,0,2.29,3.32,3.9,10,7,9,1,0,0,3,11,3,0,1,6,3,0,0,11,5,10,1,0,0,3,10,3,1,0,9,3,0,0
SP1,2013,5,1,1.09,13.96,38,18,9,8,2,0,0,3,11,3,1,0,16,3,0,0,6,1,10,3,0,0,3,8,3,1,0,5,3,0,0
F1,2013,2,0,1.53,4.59,9.94,23,9,13,0,0,0,2,15,7,2,0,17,7,0,0,5,1,15,0,0,0,3,14,1,0,0,4,1,0,0
SP1,2013,3,5,2.2,3.5,3.8,17,11,10,2,0,0,3,17,4,1,0,12,4,0,0,13,4,17,2,0,0,3,11,0,0,0,10,0,0,0
SP1,2013,2,0,2.1,3.5,4.03,9,5,14,3,0,0,3,12,1,0,1,7,1,0,0,12,7,12,4,0,0,3,14,7,0,0,8,7,0,0
E0,2013,1,0,4.09,3.65,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2013,1,0,2.47,3.4,3.3,17,3,11,2,0,0,3,9,3,2,0,12,3,0,0,13,5,9,0,0,0,3,11,3,0,0,9,3,0,0
SP1,2013,0,1,2.64,3.3,3.1,11,4,14,2,0,0,3,11,4,0,1,9,4,0,0,7,3,11,5,0,0,2,16,1,2,0,4,1,0,0
E0,2013,4,2,1.31,5.99,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,1,1,4.09,3.6,2.1,18,6,13,2,0,0,3,16,3,0,0,14,3,0,0,10,5,15,2,0,0,2,14,7,0,0,6,7,0,0
D1,2013,2,1,1.35,6.4,11.5,19,7,17,2,0,0,3,12,2,0,0,14,2,0,0,11,2,11,2,0,0,2,18,2,1,0,8,2,0,0
F1,2013,2,2,2.8,3.15,3.11,5,3,11,2,0,0,3,8,5,1,0,4,5,0,0,14,7,7,1,0,0,3,11,3,0,1,11,3,0,0
F1,2013,1,0,2.24,3.4,4,10,0,19,0,0,0,3,13,5,1,0,6,5,0,1,9,2,13,4,0,0,3,19,0,1,1,8,0,1,0
F1,2013,3,0,1.91,3.47,5.2,13,1,20,1,0,0,3,16,1,1,0,6,1,0,1,9,7,14,4,0,1,3,20,2,0,0,6,2,1,0
E0,2013,3,0,2.25,3.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2013,1,3,3.8,3.42,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,3,2,1.81,3.65,5.6,13,5,17,1,0,0,3,18,2,0,0,13,2,0,0,9,2,17,4,0,1,3,17,2,1,0,9,2,1,0
SP1,2013,1,1,2.04,3.6,4.59,18,14,7,2,0,1,3,14,1,0,0,12,1,1,0,9,4,13,4,0,0,3,8,1,0,0,6,1,0,0
D1,2013,0,1,2.04,3.9,4.09,10,7,14,1,0,0,3,22,8,1,1,7,8,0,0,13,6,21,0,0,0,3,15,1,0,0,11,1,0,0
E0,2013,3,2,1.32,6.04,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2013,0,1,2.42,3.4,3.35,10,9,13,4,0,0,3,18,3,1,0,9,3,0,0,17,6,19,2,0,0,3,15,0,1,0,11,0,0,0
I1,2013,2,0,1.42,5.03,11.92,15,5,9,2,0,0,3,17,9,0,1,11,9,0,0,7,8,18,6,0,0,3,10,1,1,0,4,1,0,0
I1,2013,2,1,2.04,3.35,4.9,23,10,11,2,0,0,3,14,2,1,0,17,2,0,0,7,0,13,1,0,0,3,11,2,0,0,5,2,0,0
SP1,2013,1,2,1.71,4.3,5.73,13,6,13,5,0,0,3,17,1,1,0,9,1,0,0,19,8,16,5,0,0,3,13,1,0,0,15,1,0,0
D1,2013,0,3,8.67,5,1.47,7,2,19,2,0,0,2,12,2,1,0,4,2,0,0,19,4,12,2,0,0,3,18,1,0,0,13,1,0,1
D1,2013,0,2,2.12,3.55,4.01,16,3,15,3,0,0,3,13,2,0,0,11,2,0,0,9,0,14,2,0,0,3,14,1,0,0,6,1,0,0
E0,2013,0,2,2.22,3.55,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,2,2,3.95,3.24,2.31,11,4,19,1,0,0,3,12,1,0,0,8,1,0,0,10,7,12,0,0,0,3,19,1,3,0,7,1,0,0
E0,2013,1,1,1.65,4.2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2013,1,1,2.78,3.45,2.8,8,9,12,0,0,0,3,11,4,0,1,5,4,0,0,8,7,9,2,0,0,3,13,6,2,0,4,6,0,0
E0,2013,1,1,2.42,3.65,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2013,0,1,2.45,3.1,3.81,7,3,16,1,0,1,3,15,1,1,0,4,1,1,0,10,7,14,3,0,0,1,16,0,2,0,9,0,0,0
E0,2013,2,0,1.51,4.7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2013,1,2,1.84,3.7,5.25,9,5,14,6,0,0,3,20,3,0,1,8,3,1,0,10,3,19,4,0,0,3,15,4,1,0,4,4,0,0
D1,2013,2,1,2,3.75,4.24,7,6,9,2,0,0,3,5,4,0,0,4,4,0,0,14,4,5,0,0,0,3,9,7,1,0,11,7,0,0
SP1,2013,2,1,2.14,3.55,3.9,14,7,17,5,0,0,3,13,2,0,0,9,2,0,0,14,7,13,2,0,0,3,17,1,2,0,9,1,0,0
D1,2013,2,1,3,3.7,2.48,20,6,15,1,0,0,3,22,1,0,0,15,1,0,0,20,7,20,2,0,0,2,15,6,1,0,18,6,0,0
I1,2013,0,3,3.35,3.42,2.42,18,6,8,3,0,0,3,12,3,2,0,11,3,0,0,11,5,9,3,0,0,3,8,2,1,0,10,2,0,0
SP1,2013,2,1,10.5,6.2,1.35,11,3,11,3,0,0,3,10,2,0,0,11,2,0,0,15,7,9,1,0,1,3,11,3,1,0,11,3,1,0
F1,2013,0,1,2.54,3.13,3.55,8,4,14,2,0,0,3,13,7,2,0,4,7,0,0,13,4,13,3,0,0,3,15,6,1,0,10,6,0,0
E0,2013,0,0,3.4,3.41,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
